accuracy;accuracy_balanced;alpha;balanced_brier_score;brier_score;dataset;est_alpha;estimator;log_loss;mean_poster;n_mix;n_pos;precision;random_state;real_alpha;recall;roc
0,95;0,5;0,95;;0,03988;bank;0,95295;dedpul;0,15074;0,95;4000;1000;0,95;2;0,95;1,0;0,8607100000000001
0,95;0,5;0,95;;0,03988;bank;0,95295;random_dedpul;0,15074;0,95;4000;1000;0,95;2;0,95;1,0;0,8607100000000001
0,95;0,5;0,95;;0,03988;bank;0,95295;baseline_dedpul;0,15074;0,95;4000;1000;0,95;2;0,95;1,0;0,8607100000000001
0,94775;0,54855;0,95;;0,0418;bank;0,95;e1_en;0,2192;0,94583;4000;1000;0,95467;2;0,95;0,99211;0,8609899999999999
0,94775;0,54855;0,95;;0,0418;bank;0,95;e3_en;0,2192;0,94583;4000;1000;0,95467;2;0,95;0,99211;0,8609899999999999
0,94775;0,54855;0,95;;0,0418;bank;0,95;em_en;0,2192;0,94583;4000;1000;0,95467;2;0,95;0,99211;0,8609899999999999
0,9495;0,5281600000000001;0,95;;0,04242;bank;0,95073;dedpul;0,16145;0,94999;4000;1000;0,9526899999999999;3;0,95;0,9963200000000001;0,82457
0,9495;0,5281600000000001;0,95;;0,04242;bank;0,95073;random_dedpul;0,16145;0,94999;4000;1000;0,9526899999999999;3;0,95;0,9963200000000001;0,82457
0,9495;0,5281600000000001;0,95;;0,04242;bank;0,95073;baseline_dedpul;0,16145;0,94999;4000;1000;0,9526899999999999;3;0,95;0,9963200000000001;0,82457
0,94975;0,5259199999999999;0,95;;0,04388;bank;0,95;e1_en;0,2294;0,95245;4000;1000;0,9524799999999999;3;0,95;0,99684;0,8245
0,94975;0,5259199999999999;0,95;;0,04388;bank;0,95;e3_en;0,2294;0,95245;4000;1000;0,9524799999999999;3;0,95;0,99684;0,8245
0,94975;0,5259199999999999;0,95;;0,04388;bank;0,95;em_en;0,2294;0,95245;4000;1000;0,9524799999999999;3;0,95;0,99684;0,8245
0,95;0,5;0,95;;0,043789999999999996;bank;0,95062;dedpul;0,16935999999999998;0,95;4000;1000;0,95;4;0,95;1,0;0,79781
0,95;0,5;0,95;;0,043789999999999996;bank;0,95062;random_dedpul;0,16935999999999998;0,95;4000;1000;0,95;4;0,95;1,0;0,79781
0,95;0,5;0,95;;0,043789999999999996;bank;0,95062;baseline_dedpul;0,16935999999999998;0,95;4000;1000;0,95;4;0,95;1,0;0,79781
0,95;0,51184;0,95;;0,04415;bank;0,95;e1_en;0,18649000000000002;0,9582299999999999;4000;1000;0,9511299999999999;4;0,95;0,9986799999999999;0,79888
0,95;0,51184;0,95;;0,04415;bank;0,95;e3_en;0,18649000000000002;0,9582299999999999;4000;1000;0,9511299999999999;4;0,95;0,9986799999999999;0,79888
0,95;0,51184;0,95;;0,04415;bank;0,95;em_en;0,18649000000000002;0,9582299999999999;4000;1000;0,9511299999999999;4;0,95;0,9986799999999999;0,79888
0,9470000000000001;0,5221100000000001;0,95;;0,04193;bank;0,95173;dedpul;0,1563;0,95;4000;1000;0,9521200000000001;5;0,95;0,99421;0,84959
0,9470000000000001;0,5221100000000001;0,95;;0,04193;bank;0,95173;random_dedpul;0,1563;0,95;4000;1000;0,9521200000000001;5;0,95;0,99421;0,84959
0,9470000000000001;0,5221100000000001;0,95;;0,04193;bank;0,95173;baseline_dedpul;0,1563;0,95;4000;1000;0,9521200000000001;5;0,95;0,99421;0,84959
0,94875;0,51355;0,95;;0,04253;bank;0,95;e1_en;0,18136;0,9541299999999999;4000;1000;0,95129;5;0,95;0,99711;0,8496100000000001
0,94875;0,51355;0,95;;0,04253;bank;0,95;e3_en;0,18136;0,9541299999999999;4000;1000;0,95129;5;0,95;0,99711;0,8496100000000001
0,94875;0,51355;0,95;;0,04253;bank;0,95;em_en;0,18136;0,9541299999999999;4000;1000;0,95129;5;0,95;0,99711;0,8496100000000001
0,95;0,5;0,95;;0,04239;bank;0,95262;dedpul;0,17225;0,95;4000;1000;0,95;6;0,95;1,0;0,83821
0,95;0,5;0,95;;0,04239;bank;0,95262;random_dedpul;0,17225;0,95;4000;1000;0,95;6;0,95;1,0;0,83821
0,95;0,5;0,95;;0,04239;bank;0,95262;baseline_dedpul;0,17225;0,95;4000;1000;0,95;6;0,95;1,0;0,83821
0,9435;0,5392100000000001;0,95;;0,04614;bank;0,95;e1_en;0,27334;0,9419799999999999;4000;1000;0,95378;6;0,95;0,9884200000000001;0,83801
0,9435;0,5392100000000001;0,95;;0,04614;bank;0,95;e3_en;0,27334;0,9419799999999999;4000;1000;0,95378;6;0,95;0,9884200000000001;0,83801
0,9435;0,5392100000000001;0,95;;0,04614;bank;0,95;em_en;0,27334;0,9419799999999999;4000;1000;0,95378;6;0,95;0,9884200000000001;0,83801
0,9475;0,51289;0,95;;0,04181;bank;0,95099;dedpul;0,1621;0,95;4000;1000;0,9512299999999999;7;0,95;0,99579;0,85235
0,9475;0,51289;0,95;;0,04181;bank;0,95099;random_dedpul;0,1621;0,95;4000;1000;0,9512299999999999;7;0,95;0,99579;0,85235
0,9475;0,51289;0,95;;0,04181;bank;0,95099;baseline_dedpul;0,1621;0,95;4000;1000;0,9512299999999999;7;0,95;0,99579;0,85235
0,94625;0,53355;0,95;;0,04465;bank;0,95;e1_en;0,2596;0,9460299999999999;4000;1000;0,9532200000000001;7;0,95;0,99211;0,85152
0,94625;0,53355;0,95;;0,04465;bank;0,95;e3_en;0,2596;0,9460299999999999;4000;1000;0,9532200000000001;7;0,95;0,99211;0,85152
0,94625;0,53355;0,95;;0,04465;bank;0,95;em_en;0,2596;0,9460299999999999;4000;1000;0,9532200000000001;7;0,95;0,99211;0,85152
0,95;0,5;0,95;;0,0409;bank;0,95157;dedpul;0,15122;0,95;4000;1000;0,95;8;0,95;1,0;0,86244
0,95;0,5;0,95;;0,0409;bank;0,95157;random_dedpul;0,15122;0,95;4000;1000;0,95;8;0,95;1,0;0,86244
0,95;0,5;0,95;;0,0409;bank;0,95157;baseline_dedpul;0,15122;0,95;4000;1000;0,95;8;0,95;1,0;0,86244
0,9475;0,54132;0,95;;0,0428;bank;0,95;e1_en;0,21191;0,9454799999999999;4000;1000;0,9539700000000001;8;0,95;0,9926299999999999;0,86246
0,9475;0,54132;0,95;;0,0428;bank;0,95;e3_en;0,21191;0,9454799999999999;4000;1000;0,9539700000000001;8;0,95;0,9926299999999999;0,86246
0,9475;0,54132;0,95;;0,0428;bank;0,95;em_en;0,21191;0,9454799999999999;4000;1000;0,9539700000000001;8;0,95;0,9926299999999999;0,86246
0,9490000000000001;0,51842;0,95;;0,04113;bank;0,9519;dedpul;0,15267;0,95;4000;1000;0,95176;9;0,95;0,99684;0,8538100000000001
0,9490000000000001;0,51842;0,95;;0,04113;bank;0,9519;random_dedpul;0,15267;0,95;4000;1000;0,95176;9;0,95;0,99684;0,8538100000000001
0,9490000000000001;0,51842;0,95;;0,04113;bank;0,9519;baseline_dedpul;0,15267;0,95;4000;1000;0,95176;9;0,95;0,99684;0,8538100000000001
0,948;0,52974;0,95;;0,04238;bank;0,95;e1_en;0,21245;0,9491299999999999;4000;1000;0,95285;9;0,95;0,9944700000000001;0,85459
0,948;0,52974;0,95;;0,04238;bank;0,95;e3_en;0,21245;0,9491299999999999;4000;1000;0,95285;9;0,95;0,9944700000000001;0,85459
0,948;0,52974;0,95;;0,04238;bank;0,95;em_en;0,21245;0,9491299999999999;4000;1000;0,95285;9;0,95;0,9944700000000001;0,85459
0,8145;0,7070000000000001;0,75;;0,12947;bank;0,75362;dedpul;0,40981999999999996;0,75;4000;1000;0,8448399999999999;0;0,75;0,922;0,8452299999999999
0,8145;0,7070000000000001;0,75;;0,12947;bank;0,75362;random_dedpul;0,40981999999999996;0,75;4000;1000;0,8448399999999999;0;0,75;0,922;0,8452299999999999
0,8145;0,7070000000000001;0,75;;0,12947;bank;0,75362;baseline_dedpul;0,40981999999999996;0,75;4000;1000;0,8448399999999999;0;0,75;0,922;0,8452299999999999
0,81475;0,7095;0,75;;0,12963;bank;0,75;e1_en;0,52157;0,73302;4000;1000;0,8463700000000001;0;0,75;0,92;0,84544
0,81475;0,7095;0,75;;0,12963;bank;0,75;e3_en;0,52157;0,73302;4000;1000;0,8463700000000001;0;0,75;0,92;0,84544
0,81475;0,7095;0,75;;0,12963;bank;0,75;em_en;0,52157;0,73302;4000;1000;0,8463700000000001;0;0,75;0,92;0,84544
0,816;0,72533;0,75;;0,13278;bank;0,75139;dedpul;0,47136999999999996;0,75;4000;1000;0,8564200000000001;1;0,75;0,9066700000000001;0,83567
0,816;0,72533;0,75;;0,13278;bank;0,75139;random_dedpul;0,47136999999999996;0,75;4000;1000;0,8564200000000001;1;0,75;0,9066700000000001;0,83567
0,816;0,72533;0,75;;0,13278;bank;0,75139;baseline_dedpul;0,47136999999999996;0,75;4000;1000;0,8564200000000001;1;0,75;0,9066700000000001;0,83567
0,81175;0,67483;0,75;;0,13434000000000001;bank;0,75;e1_en;0,50169;0,76067;4000;1000;0,8261200000000001;1;0,75;0,9486700000000001;0,8356
0,81175;0,67483;0,75;;0,13434000000000001;bank;0,75;e3_en;0,50169;0,76067;4000;1000;0,8261200000000001;1;0,75;0,9486700000000001;0,8356
0,81175;0,67483;0,75;;0,13434000000000001;bank;0,75;em_en;0,50169;0,76067;4000;1000;0,8261200000000001;1;0,75;0,9486700000000001;0,8356
0,8295;0,74833;0,75;;0,12659;bank;0,75371;dedpul;0,4022;0,7499899999999999;4000;1000;0,8684;2;0,75;0,9106700000000001;0,8463
0,8295;0,74833;0,75;;0,12659;bank;0,75371;random_dedpul;0,4022;0,7499899999999999;4000;1000;0,8684;2;0,75;0,9106700000000001;0,8463
0,8295;0,74833;0,75;;0,12659;bank;0,75371;baseline_dedpul;0,4022;0,7499899999999999;4000;1000;0,8684;2;0,75;0,9106700000000001;0,8463
0,815;0,68133;0,75;;0,13008;bank;0,75;e1_en;0,45695;0,76225;4000;1000;0,82925;2;0,75;0,9486700000000001;0,84711
0,815;0,68133;0,75;;0,13008;bank;0,75;e3_en;0,45695;0,76225;4000;1000;0,82925;2;0,75;0,9486700000000001;0,84711
