accuracy;accuracy_balanced;alpha;brier_score;cons_alpha;distribution;dmu;ds;est_alpha;estimator;log_loss;mae;mean_poster;precision;random_state;recall;rmse;roc
0,9888;0,49938999999999995;0,01;0,01545;0,00865;laplace;2;1;0,0;e1_en;0,09205;0,03885;0,04765;0,0;7;0,0;0,08031;0,89105
0,9864;0,49818;0,01;0,02512;0,00865;laplace;2;1;0,09568;e3_en;0,12351;0,09166;0,10067999999999999;0,0;7;0,0;0,12722999999999998;0,8986700000000001
0,9868;0,49838000000000005;0,01;0,0238;0,00865;laplace;2;1;0,087;em_en;0,11537;0,08386;0,09287999999999999;0,0;7;0,0;0,12186;0,8986700000000001
0,99;0,5;0,01;0,01119;0,00865;laplace;2;1;0,00517;dedpul;0,3513;0,01371;0,00518;0,0;8;0,0;0,04035;0,4701
0,99;0,5;0,01;0,01119;0,00865;laplace;2;1;0,00517;random_dedpul;0,3513;0,01371;0,00518;0,0;8;0,0;0,04035;0,4701
0,9772;0,49354;0,01;0,07012;0,00865;laplace;2;1;0,30448000000000003;baseline_dedpul;0,45943;0,23271;0,2326;0,0;8;0,0;0,24666;0,10822000000000001
0,99;0,5;0,01;0,012190000000000001;0,00865;laplace;2;1;0,00126;e1_en;0,34454;0,04242;0,03474;0,0;8;0,0;0,05167000000000001;0,15987
0,99;0,5;0,01;0,04478;0,00865;laplace;2;1;0,17077;e3_en;0,36545;0,17920999999999998;0,17903;0,0;8;0,0;0,18857000000000002;0,11627
0,99;0,5;0,01;0,01326;0,00865;laplace;2;1;0,016;em_en;0,34392;0,05304;0,04567;0,0;8;0,0;0,06137000000000001;0,14664000000000002
0,9824;0,5159600000000001;0,01;0,01925;0,00865;laplace;2;1;0,04052;dedpul;0,17239000000000002;0,03481;0,040530000000000004;0,047619999999999996;9;0,04;0,09764;0,75234
0,9824;0,5159600000000001;0,01;0,01925;0,00865;laplace;2;1;0,04052;random_dedpul;0,17239000000000002;0,03481;0,040530000000000004;0,047619999999999996;9;0,04;0,09764;0,75234
0,982;0,51576;0,01;0,03474;0,00865;laplace;2;1;0,20940999999999999;baseline_dedpul;0,21656999999999998;0,08482;0,09166;0,04545;9;0,04;0,15822;0,74888
0,9896;0,4998;0,01;0,01323;0,00865;laplace;2;1;0,0;e1_en;0,13385999999999998;0,02476;0,031039999999999998;0,0;9;0,0;0,059789999999999996;0,7536
0,9896;0,4998;0,01;0,01679;0,00865;laplace;2;1;0,05725;e3_en;0,09291;0,05585;0,06417;0,0;9;0,0;0,08484;0,7478899999999999
0,9896;0,4998;0,01;0,015130000000000001;0,00865;laplace;2;1;0,037000000000000005;em_en;0,12407;0,03999;0,04771;0,0;9;0,0;0,07414;0,74445
0,95;0,5;0,05;0,0424;0,043230000000000005;laplace;2;1;0,04519;dedpul;0,38532;0,016040000000000002;0,0452;0,0;0;0,0;0,03025;0,8210700000000001
0,95;0,5;0,05;0,0424;0,043230000000000005;laplace;2;1;0,04519;random_dedpul;0,38532;0,016040000000000002;0,0452;0,0;0;0,0;0,03025;0,8210700000000001
0,95;0,5;0,05;0,057479999999999996;0,043230000000000005;laplace;2;1;0,23675;baseline_dedpul;0,39113000000000003;0,08455;0,12619;0,0;0;0,0;0,12835;0,8229700000000001
0,95;0,5;0,05;0,04315;0,043230000000000005;laplace;2;1;0,0;e1_en;0,40821999999999997;0,019180000000000003;0,02623;0,0;0;0,0;0,04433;0,8217200000000001
0,95;0,5;0,05;0,042789999999999995;0,043230000000000005;laplace;2;1;0,06437000000000001;e3_en;0,18828;0,03589;0,06324;0,0;0;0,0;0,04503;0,82893
0,95;0,5;0,05;0,04258;0,043230000000000005;laplace;2;1;0,05376;em_en;0,19846;0,028689999999999997;0,053770000000000005;0,0;0;0,0;0,04085;0,82924
0,9264;0,6581100000000001;0,05;0,051329999999999994;0,043230000000000005;laplace;2;1;0,07318;dedpul;0,46868000000000004;0,04022;0,07318;0,30201;1;0,36;0,11664000000000001;0,8658
0,9264;0,6581100000000001;0,05;0,051329999999999994;0,043230000000000005;laplace;2;1;0,07318;random_dedpul;0,46868000000000004;0,04022;0,07318;0,30201;1;0,36;0,11664000000000001;0,8658
0,9204;0,66632;0,05;0,057710000000000004;0,043230000000000005;laplace;2;1;0,18403;baseline_dedpul;0,39943;0,08711;0,12871;0,28235;1;0,384;0,14357999999999999;0,8644799999999999
0,9436;0,56863;0,05;0,04185;0,043230000000000005;laplace;2;1;0,00245;e1_en;0,297;0,0196;0,05927;0,35185;1;0,152;0,058539999999999995;0,8698
0,9372;0,60695;0,05;0,050519999999999995;0,043230000000000005;laplace;2;1;0,1287;e3_en;0,21198000000000003;0,09425;0,1364;0,32609;1;0,24;0,11429;0,86755
0,9404;0,57453;0,05;0,04386;0,043230000000000005;laplace;2;1;0,063;em_en;0,22735;0,04044;0,08258;0,31818;1;0,168;0,07572999999999999;0,8715
0,9468;0,49832;0,05;0,05064;0,043230000000000005;laplace;2;1;0,013619999999999998;dedpul;0,99751;0,048310000000000006;0,013630000000000001;0,0;2;0,0;0,09464;0,56302
0,9468;0,49832;0,05;0,05064;0,043230000000000005;laplace;2;1;0,013619999999999998;random_dedpul;0,99751;0,048310000000000006;0,013630000000000001;0,0;2;0,0;0,09464;0,56302
0,9456;0,49768;0,05;0,08845;0,043230000000000005;laplace;2;1;0,32533;baseline_dedpul;0,43194;0,19385;0,21866;0,0;2;0,0;0,22605999999999998;0,5513899999999999
0,95;0,5;0,05;0,04857;0,043230000000000005;laplace;2;1;0,0;e1_en;0,93265;0,04828;0,01617;0,0;2;0,0;0,08628;0,56902
0,95;0,5;0,05;0,04792;0,043230000000000005;laplace;2;1;0,041589999999999995;e3_en;0,30517;0,06164;0,04434;0,0;2;0,0;0,08578;0,55485
0,95;0,5;0,05;0,04807;0,043230000000000005;laplace;2;1;0,028999999999999998;em_en;0,51303;0,057139999999999996;0,03321;0,0;2;0,0;0,08531;0,55707
0,95;0,5;0,05;0,04011;0,043230000000000005;laplace;2;1;0,03154;dedpul;0,39889;0,01883;0,03154;0,0;3;0,0;0,03863;0,8535
0,95;0,5;0,05;0,04011;0,043230000000000005;laplace;2;1;0,03154;random_dedpul;0,39889;0,01883;0,03154;0,0;3;0,0;0,03863;0,8535
0,95;0,5;0,05;0,03977;0,043230000000000005;laplace;2;1;0,13541;baseline_dedpul;0,15447;0,02196;0,061970000000000004;0,0;3;0,0;0,043410000000000004;0,8816200000000001
0,95;0,5;0,05;0,041010000000000005;0,043230000000000005;laplace;2;1;0,0;e1_en;0,30654000000000003;0,0214;0,02883;0,0;3;0,0;0,04389;0,87118
0,95;0,5;0,05;0,04054;0,043230000000000005;laplace;2;1;0,06046;e3_en;0,1497;0,03106;0,06225;0,0;3;0,0;0,04339;0,88554
0,95;0,5;0,05;0,04033;0,043230000000000005;laplace;2;1;0,042;em_en;0,19041;0,020659999999999998;0,04707;0,0;3;0,0;0,03851;0,88228
0,95;0,5;0,05;0,04402;0,043230000000000005;laplace;2;1;0,058289999999999995;dedpul;0,42186;0,026289999999999997;0,058289999999999995;0,0;4;0,0;0,05699;0,8134100000000001
0,95;0,5;0,05;0,04402;0,043230000000000005;laplace;2;1;0,058289999999999995;random_dedpul;0,42186;0,026289999999999997;0,058289999999999995;0,0;4;0,0;0,05699;0,8134100000000001
0,95;0,5;0,05;0,05902;0,043230000000000005;laplace;2;1;0,24629;baseline_dedpul;0,33843;0,07692;0,11897;0,0;4;0,0;0,1353;0,82385
0,95;0,5;0,05;0,043539999999999995;0,043230000000000005;laplace;2;1;0,00093;e1_en;0,35049;0,023790000000000002;0,03746;0,0;4;0,0;0,0517;0,82186
0,95;0,5;0,05;0,046;0,043230000000000005;laplace;2;1;0,09333;e3_en;0,19315;0,058620000000000005;0,09296;0,0;4;0,0;0,07656;0,8297399999999999
0,95;0,5;0,05;0,04558;0,043230000000000005;laplace;2;1;0,08792;em_en;0,20145;0,05446;0,08793;0,0;4;0,0;0,07322999999999999;0,82967
0,9464;0,50947;0,05;0,05139;0,043230000000000005;laplace;2;1;0,09656;dedpul;0,34575;0,05407000000000001;0,09657;0,2;5;0,024;0,10935;0,8699100000000001
0,9464;0,50947;0,05;0,05139;0,043230000000000005;laplace;2;1;0,09656;random_dedpul;0,34575;0,05407000000000001;0,09657;0,2;5;0,024;0,10935;0,8699100000000001
0,9408;0,5482100000000001;0,05;0,07305;0,043230000000000005;laplace;2;1;0,26993;baseline_dedpul;0,39147;0,11180999999999999;0,15528;0,27451;5;0,11199999999999999;0,18549000000000002;0,86871
0,9472;0,50989;0,05;0,04113;0,043230000000000005;laplace;2;1;0,00339;e1_en;0,26139;0,01792;0,055389999999999995;0,23076999999999998;5;0,024;0,03804;0,8713
0,9444;0,51221;0,05;0,05053;0,043230000000000005;laplace;2;1;0,13327999999999998;e3_en;0,20126;0,09337999999999999;0,13713;0,18182;5;0,032;0,1091;0,8762700000000001
0,9464;0,50947;0,05;0,04282;0,043230000000000005;laplace;2;1;0,057;em_en;0,21663000000000002;0,035089999999999996;0,07753;0,2;5;0,024;0,0584;0,8748600000000001
0,9359999999999999;0,55705;0,05;0,05359;0,043230000000000005;laplace;2;1;0,023819999999999997;dedpul;1,16287;0,04075;0,023819999999999997;0,24638000000000002;6;0,136;0,10057;0,66301
0,9359999999999999;0,55705;0,05;0,05359;0,043230000000000005;laplace;2;1;0,023819999999999997;random_dedpul;1,16287;0,04075;0,023819999999999997;0,24638000000000002;6;0,136;0,10057;0,66301
0,9159999999999999;0,664;0,05;0,21895;0,043230000000000005;laplace;2;1;0,51615;baseline_dedpul;0,67747;0,40009;0,44288;0,26519000000000004;6;0,384;0,42758999999999997;0,7052
0,95;0,5;0,05;0,046439999999999995;0,043230000000000005;laplace;2;1;0,0;e1_en;0,52889;0,040060000000000005;0,02037;0,0;6;0,0;0,07102;0,6945899999999999
0,9496;0,49978999999999996;0,05;0,04967;0,043230000000000005;laplace;2;1;0,10674000000000002;e3_en;0,22146999999999997;0,08813;0,11073;0,0;6;0,0;0,09817999999999999;0,70699
0,95;0,5;0,05;0,04623;0,043230000000000005;laplace;2;1;0,006;em_en;0,43283999999999995;0,041339999999999995;0,024059999999999998;0,0;6;0,0;0,06995;0,70015
0,946;0,5282100000000001;0,05;0,05074;0,043230000000000005;laplace;2;1;0,01766;dedpul;1,42666;0,04056;0,01766;0,30769;7;0,064;0,10355;0,6179100000000001
0,946;0,5282100000000001;0,05;0,05074;0,043230000000000005;laplace;2;1;0,01766;random_dedpul;1,42666;0,04056;0,01766;0,30769;7;0,064;0,10355;0,6179100000000001
0,946;0,5395800000000001;0,05;0,048389999999999996;0,043230000000000005;laplace;2;1;0,17284000000000002;baseline_dedpul;0,32243;0,0461;0,05242;0,34375;7;0,08800000000000001;0,09316;0,8286100000000001
0,9496;0,49978999999999996;0,05;0,04373;0,043230000000000005;laplace;2;1;0,0;e1_en;0,39479000000000003;0,025639999999999996;0,02087;0,0;7;0,0;0,05516;0,82781
0,9496;0,49978999999999996;0,05;0,04308;0,043230000000000005;laplace;2;1;0,06384;e3_en;0,18116;0,04742;0,06936;0,0;7;0,0;0,05604;0,8340000000000001
0,9496;0,49978999999999996;0,05;0,04334;0,043230000000000005;laplace;2;1;0,01;em_en;0,31729;0,02496;0,02513;0,0;7;0,0;0,05219;0,8293299999999999
0,9488;0,50316;0,05;0,05085;0,043230000000000005;laplace;2;1;0,0021100000000000003;dedpul;1,71655;0,0395;0,0021100000000000003;0,2;8;0,008;0,09205;0,50232
0,9488;0,50316;0,05;0,05085;0,043230000000000005;laplace;2;1;0,0021100000000000003;random_dedpul;1,71655;0,0395;0,0021100000000000003;0,2;8;0,008;0,09205;0,50232
0,9488;0,50316;0,05;0,048839999999999995;0,043230000000000005;laplace;2;1;0,17872000000000002;baseline_dedpul;0,21356999999999998;0,08317000000000001;0,09681000000000001;0,2;8;0,008;0,09337000000000001;0,82652
0,95;0,5;0,05;0,0449;0,043230000000000005;laplace;2;1;0,00029;e1_en;0,31126;0,0243;0,020059999999999998;0,0;8;0,0;0,05915;0,8307
0,95;0,5;0,05;0,04766;0,043230000000000005;laplace;2;1;0,10852;e3_en;0,20126;0,08503;0,10882;0,0;8;0,0;0,0914;0,8393200000000001
0,95;0,5;0,05;0,04835;0,043230000000000005;laplace;2;1;0,11404;em_en;0,20409000000000002;0,0892;0,11405;0,0;8;0,0;0,09568;0,8393200000000001
0,95;0,5;0,05;0,045439999999999994;0,043230000000000005;laplace;2;1;0,02409;dedpul;0,79837;0,036039999999999996;0,02409;0,0;9;0,0;0,06817000000000001;0,71806
0,95;0,5;0,05;0,045439999999999994;0,043230000000000005;laplace;2;1;0,02409;random_dedpul;0,79837;0,036039999999999996;0,02409;0,0;9;0,0;0,06817000000000001;0,71806
0,95;0,5;0,05;0,0483;0,043230000000000005;laplace;2;1;0,18752;baseline_dedpul;0,36025;0,0454;0,08584;0,0;9;0,0;0,08298;0,78856
0,95;0,5;0,05;0,04537;0,043230000000000005;laplace;2;1;0,0;e1_en;0,431;0,03493;0,03221;0,0;9;0,0;0,0672;0,79173
0,9496;0,49978999999999996;0,05;0,04539;0,043230000000000005;laplace;2;1;0,06504;e3_en;0,18438;0,03951;0,06701;0,0;9;0,0;0,06721;0,80219
0,95;0,5;0,05;0,04508;0,043230000000000005;laplace;2;1;0,048;em_en;0,26355;0,03205;0,05317;0,0;9;0,0;0,06415;0,80013
0,8428;0,7928;0,25;0,11819;0,21616999999999997;laplace;2;1;0,21188;dedpul;1,06945;0,038110000000000005;0,21189000000000002;0,68297;0;0,6928;0,06329;0,87126
0,8428;0,7928;0,25;0,11819;0,21616999999999997;laplace;2;1;0,21188;random_dedpul;1,06945;0,038110000000000005;0,21189000000000002;0,68297;0;0,6928;0,06329;0,87126
0,84;0,80587;0,25;0,1186;0,21616999999999997;laplace;2;1;0,35591;baseline_dedpul;0,90074;0,05051;0,27207;0,66141;0;0,7376;0,07954;0,87364
0,8208;0,696;0,25;0,12158;0,21616999999999997;laplace;2;1;0,05935;e1_en;1,1532200000000001;0,05563;0,17637;0,73228;0;0,4464;0,08804;0,86892
0,8428;0,7928;0,25;0,11706;0,21616999999999997;laplace;2;1;0,25517;e3_en;0,44228;0,06733;0,26842;0,68297;0;0,6928;0,08043;0,8709600000000001
0,848;0,78667;0,25;0,11615999999999999;0,21616999999999997;laplace;2;1;0,222;em_en;0,7016;0,04746;0,24128000000000002;0,7094;0;0,664;0,06533;0,8714799999999999
0,836;0,76747;0,25;0,11843;0,21616999999999997;laplace;2;1;0,20565999999999998;dedpul;1,3929200000000002;0,02094;0,20565999999999998;0,68761;1;0,6304;0,03972;0,8576
0,836;0,76747;0,25;0,11843;0,21616999999999997;laplace;2;1;0,20565999999999998;random_dedpul;1,3929200000000002;0,02094;0,20565999999999998;0,68761;1;0,6304;0,03972;0,8576
0,8392;0,81653;0,25;0,12065;0,21616999999999997;laplace;2;1;0,39705;baseline_dedpul;1,28516;0,0501;0,25668;0,65047;1;0,7712;0,08067;0,8608899999999999
0,8128;0,68267;0,25;0,12462000000000001;0,21616999999999997;laplace;2;1;0,06761;e1_en;1,284;0,05114;0,16492;0,71159;1;0,4224;0,08572;0,8608399999999999
0,836;0,7759999999999999;0,25;0,1174;0,21616999999999997;laplace;2;1;0,24539;e3_en;0,45068;0,06398999999999999;0,24794000000000002;0,67769;1;0,6559999999999999;0,07614;0,8678100000000001
0,8412;0,8104;0,25;0,12805999999999998;0,21616999999999997;laplace;2;1;0,33965;em_en;0,444;0,13679000000000002;0,33966;0,6610199999999999;1;0,7488;0,15264;0,86765
0,8124;0,7976;0,25;0,13024000000000002;0,21616999999999997;laplace;2;1;0,25448000000000004;dedpul;1,4484;0,06932;0,25448000000000004;0,59701;2;0,768;0,13574;0,8447
0,8124;0,7976;0,25;0,13024000000000002;0,21616999999999997;laplace;2;1;0,25448000000000004;random_dedpul;1,4484;0,06932;0,25448000000000004;0,59701;2;0,768;0,13574;0,8447
0,8059999999999999;0,79813;0,25;0,14018;0,21616999999999997;laplace;2;1;0,4064;baseline_dedpul;0,9774;0,11174;0,317;0,58353;2;0,7824;0,18382;0,8529
0,8372;0,75813;0,25;0,12507000000000001;0,21616999999999997;laplace;2;1;0,09556;e1_en;1,35815;0,0594;0,2056;0,70489;2;0,6;0,09995;0,84573
0,8328;0,7984;0,25;0,12863;0,21616999999999997;laplace;2;1;0,29378000000000004;e3_en;0,47288;0,0896;0,29658;0,64681;2;0,7296;0,14544;0,8555299999999999
0,8328;0,79733;0,25;0,12805;0,21616999999999997;laplace;2;1;0,285;em_en;0,54418;0,08337;0,289;0,64765;2;0,7264;0,14118;0,8557899999999999
0,8476;0,79547;0,25;0,12269000000000001;0,21616999999999997;laplace;2;1;0,20656;dedpul;1,7290599999999998;0,029660000000000002;0,20656999999999998;0,69677;3;0,6912;0,0591;0,84516
0,8476;0,79547;0,25;0,12269000000000001;0,21616999999999997;laplace;2;1;0,20656;random_dedpul;1,7290599999999998;0,029660000000000002;0,20656999999999998;0,69677;3;0,6912;0,0591;0,84516
0,82;0,81333;0,25;0,12883;0,21616999999999997;laplace;2;1;0,46098;baseline_dedpul;1,44316;0,0731;0,27759;0,60606;3;0,8;0,11579;0,8525299999999999
0,8224;0,7034699999999999;0,25;0,12745;0,21616999999999997;laplace;2;1;0,06569;e1_en;1,57139;0,051539999999999996;0,16585999999999998;0,72569;3;0,4656;0,08112;0,84746
0,8416;0,77227;0,25;0,12019;0,21616999999999997;laplace;2;1;0,22474;e3_en;0,49513999999999997;0,04405;0,22974;0,7033699999999999;3;0,6336;0,056470000000000006;0,8526600000000001
0,8408;0,7664;0,25;0,12115;0,21616999999999997;laplace;2;1;0,20199999999999999;em_en;0,94819;0,0321;0,21094000000000002;0,70826;3;0,6176;0,05113;0,85129
0,8484;0,77627;0,25;0,11619000000000002;0,21616999999999997;laplace;2;1;0,19111;dedpul;1,64792;0,030889999999999997;0,19111;0,7261;4;0,632;0,0548;0,8564200000000001
0,8484;0,77627;0,25;0,11619000000000002;0,21616999999999997;laplace;2;1;0,19111;random_dedpul;1,64792;0,030889999999999997;0,19111;0,7261;4;0,632;0,0548;0,8564200000000001
0,8324;0,8168;0,25;0,11632;0,21616999999999997;laplace;2;1;0,39461999999999997;baseline_dedpul;1,4834;0,05081;0,23551;0,63273;4;0,7856;0,0867;0,8631200000000001
0,8220000000000001;0,6802699999999999;0,25;0,12445999999999999;0,21616999999999997;laplace;2;1;0,056979999999999996;e1_en;1,22665;0,05525;0,15475999999999998;0,78481;4;0,3968;0,09162999999999999;0,87054
0,8448;0,76693;0,25;0,11545;0,21616999999999997;laplace;2;1;0,2478;e3_en;0,42546999999999996;0,07724;0,25416;0,7248600000000001;4;0,6112;0,09068999999999999;0,87571
0,8440000000000001;0,7584;0,25;0,11508;0,21616999999999997;laplace;2;1;0,228;em_en;0,5693600000000001;0,06417;0,23673000000000002;0,73547;4;0,5872;0,07969;0,87525
0,8256;0,80213;0,25;0,13319;0,21616999999999997;laplace;2;1;0,22182;dedpul;2,01097;0,05226;0,22182;0,62517;5;0,7552;0,08703999999999999;0,8274
0,8256;0,80213;0,25;0,13319;0,21616999999999997;laplace;2;1;0,22182;random_dedpul;2,01097;0,05226;0,22182;0,62517;5;0,7552;0,08703999999999999;0,8274
0,8196;0,80027;0,25;0,13575;0,21616999999999997;laplace;2;1;0,40859;baseline_dedpul;1,9174099999999998;0,06626;0,25385;0,61183;5;0,7616;0,1079;0,83155
0,82;0,73387;0,25;0,12980999999999998;0,21616999999999997;laplace;2;1;0,09427999999999999;e1_en;1,46726;0,036239999999999994;0,1995;0,66603;5;0,5616;0,0593;0,83916
0,828;0,79147;0,25;0,12832000000000002;0,21616999999999997;laplace;2;1;0,28508;e3_en;0,46026000000000006;0,0777;0,29191;0,63869;5;0,7184;0,09049;0,84462
0,8216;0,76693;0,25;0,12718;0,21616999999999997;laplace;2;1;0,22899999999999998;em_en;0,8752;0,03655;0,24536;0,6391899999999999;5;0,6576;0,05781;0,84506
0,8428;0,78427;0,25;0,11815;0,21616999999999997;laplace;2;1;0,21696;dedpul;0,83694;0,0319;0,21696;0,6926899999999999;6;0,6672;0,055229999999999994;0,8575200000000001
0,8428;0,78427;0,25;0,11815;0,21616999999999997;laplace;2;1;0,21696;random_dedpul;0,83694;0,0319;0,21696;0,6926899999999999;6;0,6672;0,055229999999999994;0,8575200000000001
0,8444;0,8056;0,25;0,12669;0,21616999999999997;laplace;2;1;0,37688;baseline_dedpul;0,73949;0,11364;0,33086;0,67507;6;0,728;0,13681;0,8577600000000001
0,826;0,72027;0,25;0,12087;0,21616999999999997;laplace;2;1;0,07893;e1_en;1,11396;0,03677;0,18834;0,713;6;0,5088;0,06513;0,8646
0,8416;0,816;0,25;0,12821;0,21616999999999997;laplace;2;1;0,31942;e3_en;0,52698;0,11667999999999999;0,32692;0,6575;6;0,7648;0,14047;0,8627100000000001
0,8412;0,80933;0,25;0,12509;0,21616999999999997;laplace;2;1;0,298;em_en;0,5784600000000001;0,10022;0,30796999999999997;0,66193;6;0,7456;0,12372999999999999;0,8628399999999999
0,8316;0,77893;0,25;0,1276;0,21616999999999997;laplace;2;1;0,19517;dedpul;1,9429900000000002;0,03267;0,19518;0,65987;7;0,6736;0,05786;0,8281700000000001
0,8316;0,77893;0,25;0,1276;0,21616999999999997;laplace;2;1;0,19517;random_dedpul;1,9429900000000002;0,03267;0,19518;0,65987;7;0,6736;0,05786;0,8281700000000001
0,8308;0,78587;0,25;0,12794;0,21616999999999997;laplace;2;1;0,32043;baseline_dedpul;1,90238;0,03823;0,21935;0,6512;7;0,696;0,06436;0,8294799999999999
0,8012;0,6605300000000001;0,25;0,13195;0,21616999999999997;laplace;2;1;0,06387999999999999;e1_en;1,48336;0,057879999999999994;0,16289;0,68497;7;0,3792;0,08993;0,84162
0,8296;0,7632;0,25;0,12457;0,21616999999999997;laplace;2;1;0,24377;e3_en;0,47238;0,06299;0,24988000000000002;0,66893;7;0,6304;0,07882;0,8515
0,8276;0,75333;0,25;0,1246;0,21616999999999997;laplace;2;1;0,225;em_en;0,6543800000000001;0,05156;0,23405;0,6726;7;0,6048;0,07044;0,8511700000000001
0,8412;0,79867;0,25;0,12133;0,21616999999999997;laplace;2;1;0,19988;dedpul;1,87378;0,03767;0,19989;0,67169;8;0,7136;0,06719;0,8425299999999999
0,8412;0,79867;0,25;0,12133;0,21616999999999997;laplace;2;1;0,19988;random_dedpul;1,87378;0,03767;0,19989;0,67169;8;0,7136;0,06719;0,8425299999999999
0,8216;0,81707;0,25;0,12967;0,21616999999999997;laplace;2;1;0,54851;baseline_dedpul;1,48007;0,08202999999999999;0,27821999999999997;0,6077;8;0,8079999999999999;0,13178;0,8575
0,818;0,6877300000000001;0,25;0,12761;0,21616999999999997;laplace;2;1;0,06966;e1_en;1,58697;0,061239999999999996;0,15717;0,73352;8;0,4272;0,0947;0,85264
0,8404;0,7592;0,25;0,11738;0,21616999999999997;laplace;2;1;0,21578000000000003;e3_en;0,44004;0,039639999999999995;0,21645;0,71731;8;0,5968;0,056060000000000006;0,8683
0,8376;0,74507;0,25;0,11947;0,21616999999999997;laplace;2;1;0,18600000000000003;em_en;0,8547600000000001;0,03247;0,193;0,72765;8;0,56;0,05732999999999999;0,8666200000000001
0,8312;0,77973;0,25;0,13077;0,21616999999999997;laplace;2;1;0,21611999999999998;dedpul;1,98442;0,0398;0,21611999999999998;0,65785;9;0,6768;0,07365;0,83001
0,8312;0,77973;0,25;0,13077;0,21616999999999997;laplace;2;1;0,21611999999999998;random_dedpul;1,98442;0,0398;0,21611999999999998;0,65785;9;0,6768;0,07365;0,83001
0,8112;0,80053;0,25;0,13615;0,21616999999999997;laplace;2;1;0,4473;baseline_dedpul;1,79984;0,07042000000000001;0,2587;0,59318;9;0,7792;0,11238;0,83754
0,8192;0,7184;0,25;0,13017;0,21616999999999997;laplace;2;1;0,08086;e1_en;1,6432;0,04894;0,18169000000000002;0,68288;9;0,5168;0,07447999999999999;0,83835
0,8268;0,7618699999999999;0,25;0,12451;0,21616999999999997;laplace;2;1;0,237;e3_en;0,49868999999999997;0,039580000000000004;0,24076999999999998;0,66054;9;0,632;0,057479999999999996;0,84709
0,8284;0,7624;0,25;0,12474;0,21616999999999997;laplace;2;1;0,23;em_en;0,67103;0,03565;0,23463;0,6655399999999999;9;0,6304;0,05524;0,8469899999999999
0,8292;0,8292;0,5;0,14265;0,43233;laplace;2;1;0,42416000000000004;dedpul;1,35185;0,04063;0,42417;0,8326600000000001;0;0,8240000000000001;0,07376;0,87241
0,8292;0,8292;0,5;0,14265;0,43233;laplace;2;1;0,42416000000000004;random_dedpul;1,35185;0,04063;0,42417;0,8326600000000001;0;0,8240000000000001;0,07376;0,87241
0,8312;0,8312;0,5;0,13546;0,43233;laplace;2;1;0,5212100000000001;baseline_dedpul;0,68417;0,07533;0,50266;0,83173;0;0,8304;0,09997;0,87113
0,8240000000000001;0,8240000000000001;0,5;0,14739000000000002;0,43233;laplace;2;1;0,23088000000000003;e1_en;1,99708;0,06201;0,38044;0,8540200000000001;0;0,7816;0,08122;0,87308
0,8216;0,8216;0,5;0,13884000000000002;0,43233;laplace;2;1;0,51305;e3_en;0,65428;0,09429;0,52175;0,7942899999999999;0;0,868;0,12462000000000001;0,8750100000000001
0,826;0,826;0,5;0,13655;0,43233;laplace;2;1;0,46299999999999997;em_en;1,0424;0,06307;0,48212;0,81083;0;0,8504;0,08492000000000001;0,87528
0,8016;0,8016;0,5;0,16133;0,43233;laplace;2;1;0,38924000000000003;dedpul;2,4808;0,04481;0,38925;0,8318700000000001;1;0,7559999999999999;0,07399;0,8554
0,8016;0,8016;0,5;0,16133;0,43233;laplace;2;1;0,38924000000000003;random_dedpul;2,4808;0,04481;0,38925;0,8318700000000001;1;0,7559999999999999;0,07399;0,8554
0,8116;0,8116;0,5;0,15264;0,43233;laplace;2;1;0,49181;baseline_dedpul;1,9605400000000002;0,02035;0,42649;0,81285;1;0,8096;0,03318;0,86034
0,7896;0,7896;0,5;0,17102;0,43233;laplace;2;1;0,20673000000000002;e1_en;2,55917;0,08617000000000001;0,35029;0,8494200000000001;1;0,7040000000000001;0,11481;0,85436
0,8112;0,8112;0,5;0,14851;0,43233;laplace;2;1;0,4371;e3_en;0,64342;0,041280000000000004;0,44185;0,81371;1;0,8072;0,04913;0,8610399999999999
0,8104;0,8104;0,5;0,1497;0,43233;laplace;2;1;0,428;em_en;0,97173;0,03606;0,43418999999999996;0,81545;1;0,8024;0,04554;0,86077
0,8059999999999999;0,8059999999999999;0,5;0,1622;0,43233;laplace;2;1;0,39013000000000003;dedpul;2,91093;0,04782;0,39013000000000003;0,80772;2;0,8032;0,07636;0,84473
0,8059999999999999;0,8059999999999999;0,5;0,1622;0,43233;laplace;2;1;0,39013000000000003;random_dedpul;2,91093;0,04782;0,39013000000000003;0,80772;2;0,8032;0,07636;0,84473
0,8048;0,8048;0,5;0,15383;0,43233;laplace;2;1;0,48998;baseline_dedpul;1,80512;0,025689999999999998;0,4308;0,79719;2;0,8176;0,04243;0,8559700000000001
0,8004;0,8004;0,5;0,17160999999999998;0,43233;laplace;2;1;0,19493;e1_en;2,45159;0,09362000000000001;0,34315999999999997;0,85525;2;0,7232;0,12130999999999999;0,85203
0,8068;0,8068;0,5;0,14857;0,43233;laplace;2;1;0,46031000000000005;e3_en;0,68315;0,06852000000000001;0,46525;0,79252;2;0,8312;0,08179;0,8564799999999999
0,8052;0,8052;0,5;0,15072;0,43233;laplace;2;1;0,429;em_en;1,10991;0,052410000000000005;0,43983;0,7992199999999999;2;0,8152;0,06497;0,8567899999999999
