distribution;estimator;random_state;dmu;ds;alpha;cons_alpha;est_alpha;mean_poster;accuracy;roc;mae;rmse;log_loss;precision;recall;accuracy_balanced;brier_score
laplace;baseline_dedpul;9;2;1;0,01;0,00865;0,00865;0,054479999999999994;0,9788;0,75784;0,04852;0,11861;0,17228;0,03333;0,04;0,5141399999999999;0,02309
laplace;e1_en;9;2;1;0,01;0,00865;0,00865;0,03055;0,9896;0,74778;0,02425;0,05705;0,13237000000000002;0,0;0,0;0,4998;0,012620000000000001
laplace;e3_en;9;2;1;0,01;0,00865;0,00865;0,03055;0,9896;0,74778;0,02425;0,05705;0,13237000000000002;0,0;0,0;0,4998;0,012620000000000001
laplace;em_en;9;2;1;0,01;0,00865;0,00865;0,03055;0,9896;0,74778;0,02425;0,05705;0,13237000000000002;0,0;0,0;0,4998;0,012620000000000001
laplace;dedpul;0;2;1;0,05;0,043230000000000005;0,18665;0,04324;0,95;0,8273799999999999;0,01765;0,03312;0,16078;0,0;0,0;0,5;0,042
laplace;random_dedpul;0;2;1;0,05;0,043230000000000005;0,18665;0,04324;0,95;0,8273799999999999;0,01765;0,03312;0,16078;0,0;0,0;0,5;0,042
laplace;baseline_dedpul;0;2;1;0,05;0,043230000000000005;0,043230000000000005;0,009309999999999999;0,95;0,79308;0,033139999999999996;0,07249;0,61832;0,0;0,0;0,5;0,04634
laplace;e1_en;0;2;1;0,05;0,043230000000000005;0,043230000000000005;0,047619999999999996;0,95;0,82614;0,02122;0,03506;0,26655;0,0;0,0;0,5;0,04206
laplace;e3_en;0;2;1;0,05;0,043230000000000005;0,043230000000000005;0,047619999999999996;0,95;0,82614;0,02122;0,03506;0,26655;0,0;0,0;0,5;0,04206
laplace;em_en;0;2;1;0,05;0,043230000000000005;0,043230000000000005;0,047619999999999996;0,95;0,82614;0,02122;0,03506;0,26655;0,0;0,0;0,5;0,04206
laplace;dedpul;1;2;1;0,05;0,043230000000000005;-0,17776;0,04324;0,9359999999999999;0,72148;0,04002;0,10819000000000001;1,07829;0,30769;0,22399999999999998;0,5987399999999999;0,049
laplace;random_dedpul;1;2;1;0,05;0,043230000000000005;-0,17776;0,04324;0,9359999999999999;0,72148;0,04002;0,10819000000000001;1,07829;0,30769;0,22399999999999998;0,5987399999999999;0,049
laplace;baseline_dedpul;1;2;1;0,05;0,043230000000000005;0,043230000000000005;0,0541;0,9252;0,8639600000000001;0,043519999999999996;0,1174;0,5351899999999999;0,29605;0,36;0,65747;0,05108
laplace;e1_en;1;2;1;0,05;0,043230000000000005;0,043230000000000005;0,07267;0,9444;0,8704;0,030619999999999998;0,06585;0,25649;0,36538000000000004;0,152;0,56905;0,04239
laplace;e3_en;1;2;1;0,05;0,043230000000000005;0,043230000000000005;0,07267;0,9444;0,8704;0,030619999999999998;0,06585;0,25649;0,36538000000000004;0,152;0,56905;0,04239
laplace;em_en;1;2;1;0,05;0,043230000000000005;0,043230000000000005;0,07267;0,9444;0,8704;0,030619999999999998;0,06585;0,25649;0,36538000000000004;0,152;0,56905;0,04239
laplace;dedpul;2;2;1;0,05;0,043230000000000005;0,10874;0,043230000000000005;0,9484;0,67105;0,05855;0,0906;0,27837;0,3;0,024;0,51053;0,048510000000000005
laplace;random_dedpul;2;2;1;0,05;0,043230000000000005;0,10874;0,043230000000000005;0,9484;0,67105;0,05855;0,0906;0,27837;0,3;0,024;0,51053;0,048510000000000005
laplace;baseline_dedpul;2;2;1;0,05;0,043230000000000005;0,043230000000000005;0,00563;0,9484;0,6533899999999999;0,04257;0,0999;1,05027;0,3;0,024;0,51053;0,05106
laplace;e1_en;2;2;1;0,05;0,043230000000000005;0,043230000000000005;0,04616;0,95;0,67732;0,05555;0,07497999999999999;0,22336;0,0;0,0;0,5;0,04593
laplace;e3_en;2;2;1;0,05;0,043230000000000005;0,043230000000000005;0,04616;0,95;0,67732;0,05555;0,07497999999999999;0,22336;0,0;0,0;0,5;0,04593
laplace;em_en;2;2;1;0,05;0,043230000000000005;0,043230000000000005;0,04616;0,95;0,67732;0,05555;0,07497999999999999;0,22336;0,0;0,0;0,5;0,04593
laplace;dedpul;3;2;1;0,05;0,043230000000000005;-0,01316;0,04322;0,9392;0,86085;0,028110000000000003;0,08035;0,40431999999999996;0,24528000000000003;0,10400000000000001;0,5435800000000001;0,04464
laplace;random_dedpul;3;2;1;0,05;0,043230000000000005;-0,01316;0,04322;0,9392;0,86085;0,028110000000000003;0,08035;0,40431999999999996;0,24528000000000003;0,10400000000000001;0,5435800000000001;0,04464
laplace;baseline_dedpul;3;2;1;0,05;0,043230000000000005;0,043230000000000005;0,05346;0,94;0,87736;0,02658;0,08034;0,32821999999999996;0,2807;0,128;0,55537;0,04434
laplace;e1_en;3;2;1;0,05;0,043230000000000005;0,043230000000000005;0,04653;0,95;0,88602;0,019809999999999998;0,03651;0,1888;0,0;0,0;0,5;0,04015
laplace;e3_en;3;2;1;0,05;0,043230000000000005;0,043230000000000005;0,04653;0,95;0,88602;0,019809999999999998;0,03651;0,1888;0,0;0,0;0,5;0,04015
laplace;em_en;3;2;1;0,05;0,043230000000000005;0,043230000000000005;0,04653;0,95;0,88602;0,019809999999999998;0,03651;0,1888;0,0;0,0;0,5;0,04015
laplace;dedpul;4;2;1;0,05;0,043230000000000005;0,00836;0,043230000000000005;0,9484;0,81382;0,020040000000000002;0,056220000000000006;0,46834;0,16667;0,008;0,50295;0,043789999999999996
laplace;random_dedpul;4;2;1;0,05;0,043230000000000005;0,00836;0,043230000000000005;0,9484;0,81382;0,020040000000000002;0,056220000000000006;0,46834;0,16667;0,008;0,50295;0,043789999999999996
laplace;baseline_dedpul;4;2;1;0,05;0,043230000000000005;0,043230000000000005;0,05118;0,9484;0,81817;0,02141;0,058539999999999995;0,43233;0,16667;0,008;0,50295;0,04407
laplace;e1_en;4;2;1;0,05;0,043230000000000005;0,043230000000000005;0,057179999999999995;0,95;0,83416;0,029889999999999996;0,04993;0,26748;0,0;0,0;0,5;0,043160000000000004
laplace;e3_en;4;2;1;0,05;0,043230000000000005;0,043230000000000005;0,057179999999999995;0,95;0,83416;0,029889999999999996;0,04993;0,26748;0,0;0,0;0,5;0,043160000000000004
laplace;em_en;4;2;1;0,05;0,043230000000000005;0,043230000000000005;0,057179999999999995;0,95;0,83416;0,029889999999999996;0,04993;0,26748;0,0;0,0;0,5;0,043160000000000004
laplace;dedpul;5;2;1;0,05;0,043230000000000005;-0,09527000000000001;0,043230000000000005;0,9452;0,87313;0,0236;0,06906;0,32871999999999996;0,16667;0,024;0,50884;0,04602
laplace;random_dedpul;5;2;1;0,05;0,043230000000000005;-0,09527000000000001;0,043230000000000005;0,9452;0,87313;0,0236;0,06906;0,32871999999999996;0,16667;0,024;0,50884;0,04602
laplace;baseline_dedpul;5;2;1;0,05;0,043230000000000005;0,043230000000000005;0,08436;0,9452;0,87246;0,04406;0,09147999999999999;0,3296;0,16667;0,024;0,50884;0,04879
laplace;e1_en;5;2;1;0,05;0,043230000000000005;0,043230000000000005;0,07392;0,9456;0,87198;0,031180000000000003;0,056639999999999996;0,2468;0,17647000000000002;0,024;0,50905;0,04295
laplace;e3_en;5;2;1;0,05;0,043230000000000005;0,043230000000000005;0,07392;0,9456;0,87198;0,031180000000000003;0,056639999999999996;0,2468;0,17647000000000002;0,024;0,50905;0,04295
laplace;em_en;5;2;1;0,05;0,043230000000000005;0,043230000000000005;0,07392;0,9456;0,87198;0,031180000000000003;0,056639999999999996;0,2468;0,17647000000000002;0,024;0,50905;0,04295
laplace;dedpul;6;2;1;0,05;0,043230000000000005;0,09894;0,04322;0,9364;0,73511;0,04966;0,09876;0,32584;0,23438;0,12;0,5496800000000001;0,05173
laplace;random_dedpul;6;2;1;0,05;0,043230000000000005;0,09894;0,04322;0,9364;0,73511;0,04966;0,09876;0,32584;0,23438;0,12;0,5496800000000001;0,05173
laplace;baseline_dedpul;6;2;1;0,05;0,043230000000000005;0,043230000000000005;0,02169;0,9396;0,6782100000000001;0,042910000000000004;0,1043;1,06345;0,175;0,055999999999999994;0,52105;0,05335
laplace;e1_en;6;2;1;0,05;0,043230000000000005;0,043230000000000005;0,05325;0,95;0,7347600000000001;0,05161;0,06806;0,20332;0,0;0,0;0,5;0,04504
laplace;e3_en;6;2;1;0,05;0,043230000000000005;0,043230000000000005;0,05325;0,95;0,7347600000000001;0,05161;0,06806;0,20332;0,0;0,0;0,5;0,04504
laplace;em_en;6;2;1;0,05;0,043230000000000005;0,043230000000000005;0,05325;0,95;0,7347600000000001;0,05161;0,06806;0,20332;0,0;0,0;0,5;0,04504
laplace;dedpul;7;2;1;0,05;0,043230000000000005;0,13660999999999998;0,043230000000000005;0,9440000000000001;0,8402200000000001;0,028999999999999998;0,08652;0,27436;0,27273000000000003;0,07200000000000001;0,53095;0,047869999999999996
laplace;random_dedpul;7;2;1;0,05;0,043230000000000005;0,13660999999999998;0,043230000000000005;0,9440000000000001;0,8402200000000001;0,028999999999999998;0,08652;0,27436;0,27273000000000003;0,07200000000000001;0,53095;0,047869999999999996
laplace;baseline_dedpul;7;2;1;0,05;0,043230000000000005;0,043230000000000005;0,02477;0,9436;0,71085;0,03623;0,09844;1,0644;0,25;0,064;0,52695;0,05022
laplace;e1_en;7;2;1;0,05;0,043230000000000005;0,043230000000000005;0,04646;0,9492;0,8458100000000001;0,02414;0,039639999999999995;0,179;0,0;0,0;0,49958;0,04203
laplace;e3_en;7;2;1;0,05;0,043230000000000005;0,043230000000000005;0,04646;0,9492;0,8458100000000001;0,02414;0,039639999999999995;0,179;0,0;0,0;0,49958;0,04203
laplace;em_en;7;2;1;0,05;0,043230000000000005;0,043230000000000005;0,04646;0,9492;0,8458100000000001;0,02414;0,039639999999999995;0,179;0,0;0,0;0,49958;0,04203
laplace;dedpul;8;2;1;0,05;0,043230000000000005;0,13894;0,04324;0,9492;0,84759;0,027589999999999996;0,05761;0,28658;0,25;0,008;0,50337;0,04348
laplace;random_dedpul;8;2;1;0,05;0,043230000000000005;0,13894;0,04324;0,9492;0,84759;0,027589999999999996;0,05761;0,28658;0,25;0,008;0,50337;0,04348
laplace;baseline_dedpul;8;2;1;0,05;0,043230000000000005;0,043230000000000005;0,0102;0,9492;0,84585;0,03134;0,07596;0,34941;0,25;0,008;0,50337;0,04729
laplace;e1_en;8;2;1;0,05;0,043230000000000005;0,043230000000000005;0,05164;0,95;0,8589899999999999;0,03723;0,05086;0,17248;0,0;0,0;0,5;0,043039999999999995
laplace;e3_en;8;2;1;0,05;0,043230000000000005;0,043230000000000005;0,05164;0,95;0,8589899999999999;0,03723;0,05086;0,17248;0,0;0,0;0,5;0,043039999999999995
laplace;em_en;8;2;1;0,05;0,043230000000000005;0,043230000000000005;0,05164;0,95;0,8589899999999999;0,03723;0,05086;0,17248;0,0;0,0;0,5;0,043039999999999995
laplace;dedpul;9;2;1;0,05;0,043230000000000005;0,05397999999999999;0,043230000000000005;0,9464;0,76952;0,02864;0,07164;0,6278100000000001;0,09091;0,008;0,50189;0,04666
laplace;random_dedpul;9;2;1;0,05;0,043230000000000005;0,05397999999999999;0,043230000000000005;0,9464;0,76952;0,02864;0,07164;0,6278100000000001;0,09091;0,008;0,50189;0,04666
laplace;baseline_dedpul;9;2;1;0,05;0,043230000000000005;0,043230000000000005;0,041280000000000004;0,9464;0,76964;0,029289999999999997;0,07156;0,62843;0,09091;0,008;0,50189;0,0466
laplace;e1_en;9;2;1;0,05;0,043230000000000005;0,043230000000000005;0,05044;0,95;0,80185;0,03267;0,058879999999999995;0,25143000000000004;0,0;0,0;0,5;0,04427
laplace;e3_en;9;2;1;0,05;0,043230000000000005;0,043230000000000005;0,05044;0,95;0,80185;0,03267;0,058879999999999995;0,25143000000000004;0,0;0,0;0,5;0,04427
laplace;em_en;9;2;1;0,05;0,043230000000000005;0,043230000000000005;0,05044;0,95;0,80185;0,03267;0,058879999999999995;0,25143000000000004;0,0;0,0;0,5;0,04427
laplace;dedpul;0;2;1;0,25;0,21616999999999997;0,19981;0,21616999999999997;0,8452;0,86793;0,03612;0,06306;1,21442;0,68594;0,7024;0,7976;0,11769
laplace;random_dedpul;0;2;1;0,25;0,21616999999999997;0,19981;0,21616999999999997;0,8452;0,86793;0,03612;0,06306;1,21442;0,68594;0,7024;0,7976;0,11769
laplace;baseline_dedpul;0;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22083000000000003;0,8456;0,86785;0,03374;0,060070000000000005;1,2092399999999999;0,68643;0,7040000000000001;0,7984;0,11722
laplace;e1_en;0;2;1;0,25;0,21616999999999997;0,21616999999999997;0,23476;0,8472;0,8729100000000001;0,042789999999999995;0,06131;0,71238;0,71353;0,6496;0,78133;0,1159
laplace;e3_en;0;2;1;0,25;0,21616999999999997;0,21616999999999997;0,23476;0,8472;0,8729100000000001;0,042789999999999995;0,06131;0,71238;0,71353;0,6496;0,78133;0,1159
laplace;em_en;0;2;1;0,25;0,21616999999999997;0,21616999999999997;0,23476;0,8472;0,8729100000000001;0,042789999999999995;0,06131;0,71238;0,71353;0,6496;0,78133;0,1159
laplace;dedpul;1;2;1;0,25;0,21616999999999997;0,253;0,21616;0,8344;0,85808;0,021759999999999998;0,038169999999999996;1,35618;0,68096;0,6352;0,768;0,11823
laplace;random_dedpul;1;2;1;0,25;0,21616999999999997;0,253;0,21616;0,8344;0,85808;0,021759999999999998;0,038169999999999996;1,35618;0,68096;0,6352;0,768;0,11823
laplace;baseline_dedpul;1;2;1;0,25;0,21616999999999997;0,21616999999999997;0,2064;0,8356;0,85839;0,023469999999999998;0,04253;1,35935;0,68838;0,6256;0,7656;0,11905
laplace;e1_en;1;2;1;0,25;0,21616999999999997;0,21616999999999997;0,2266;0,836;0,86941;0,052379999999999996;0,06735;0,53509;0,68893;0,6272;0,7664;0,11742000000000001
laplace;e3_en;1;2;1;0,25;0,21616999999999997;0,21616999999999997;0,2266;0,836;0,86941;0,052379999999999996;0,06735;0,53509;0,68893;0,6272;0,7664;0,11742000000000001
laplace;em_en;1;2;1;0,25;0,21616999999999997;0,21616999999999997;0,2266;0,836;0,86941;0,052379999999999996;0,06735;0,53509;0,68893;0,6272;0,7664;0,11742000000000001
laplace;dedpul;2;2;1;0,25;0,21616999999999997;0,10987999999999999;0,21616;0,8324;0,8423;0,06404;0,11777;1,46872;0,65327;0,7024;0,7890699999999999;0,12884
laplace;random_dedpul;2;2;1;0,25;0,21616999999999997;0,10987999999999999;0,21616;0,8324;0,8423;0,06404;0,11777;1,46872;0,65327;0,7024;0,7890699999999999;0,12884
laplace;baseline_dedpul;2;2;1;0,25;0,21616999999999997;0,21616999999999997;0,24683000000000002;0,8224;0,8406100000000001;0,06816;0,12866;1,4512399999999999;0,61987;0,7488;0,79787;0,12930999999999998
laplace;e1_en;2;2;1;0,25;0,21616999999999997;0,21616999999999997;0,24686;0,8364;0,85044;0,06224;0,11800999999999999;0,9277700000000001;0,6806;0,6512;0,77467;0,12574000000000002
laplace;e3_en;2;2;1;0,25;0,21616999999999997;0,21616999999999997;0,24686;0,8364;0,85044;0,06224;0,11800999999999999;0,9277700000000001;0,6806;0,6512;0,77467;0,12574000000000002
laplace;em_en;2;2;1;0,25;0,21616999999999997;0,21616999999999997;0,24686;0,8364;0,85044;0,06224;0,11800999999999999;0,9277700000000001;0,6806;0,6512;0,77467;0,12574000000000002
laplace;dedpul;3;2;1;0,25;0,21616999999999997;0,25339;0,21616999999999997;0,8452;0,8496;0,024069999999999998;0,053489999999999996;1,53219;0,68829;0,696;0,79547;0,12147999999999999
laplace;random_dedpul;3;2;1;0,25;0,21616999999999997;0,25339;0,21616999999999997;0,8452;0,8496;0,024069999999999998;0,053489999999999996;1,53219;0,68829;0,696;0,79547;0,12147999999999999
laplace;baseline_dedpul;3;2;1;0,25;0,21616999999999997;0,21616999999999997;0,20628000000000002;0,8456;0,84652;0,02433;0,05516;1,68285;0,69752;0,6752;0,7888;0,1221
laplace;e1_en;3;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22253;0,8424;0,85208;0,04178;0,05749;0,55166;0,7119300000000001;0,6208;0,76853;0,1208
laplace;e3_en;3;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22253;0,8424;0,85208;0,04178;0,05749;0,55166;0,7119300000000001;0,6208;0,76853;0,1208
laplace;em_en;3;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22253;0,8424;0,85208;0,04178;0,05749;0,55166;0,7119300000000001;0,6208;0,76853;0,1208
laplace;dedpul;4;2;1;0,25;0,21616999999999997;0,29635;0,21616999999999997;0,8532;0,8596299999999999;0,03982;0,07064;1,56988;0,70411;0,7120000000000001;0,80613;0,11548
laplace;random_dedpul;4;2;1;0,25;0,21616999999999997;0,29635;0,21616999999999997;0,8532;0,8596299999999999;0,03982;0,07064;1,56988;0,70411;0,7120000000000001;0,80613;0,11548
laplace;baseline_dedpul;4;2;1;0,25;0,21616999999999997;0,21616999999999997;0,19976;0,8492;0,85793;0,036719999999999996;0,06375;1,62313;0,71831;0,6528;0,78373;0,11614000000000001
laplace;e1_en;4;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22888000000000003;0,8488;0,87446;0,0571;0,07396;0,7122;0,74553;0,6;0,7658699999999999;0,11492000000000001
laplace;e3_en;4;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22888000000000003;0,8488;0,87446;0,0571;0,07396;0,7122;0,74553;0,6;0,7658699999999999;0,11492000000000001
laplace;em_en;4;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22888000000000003;0,8488;0,87446;0,0571;0,07396;0,7122;0,74553;0,6;0,7658699999999999;0,11492000000000001
laplace;dedpul;5;2;1;0,25;0,21616999999999997;0,18133;0,21616999999999997;0,8256;0,82785;0,051210000000000006;0,08492000000000001;1,9826099999999998;0,62685;0,7472;0,79947;0,13278
laplace;random_dedpul;5;2;1;0,25;0,21616999999999997;0,18133;0,21616999999999997;0,8256;0,82785;0,051210000000000006;0,08492000000000001;1,9826099999999998;0,62685;0,7472;0,79947;0,13278
laplace;baseline_dedpul;5;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22202;0,8252;0,82834;0,05127;0,08451;1,96702;0,6260100000000001;0,7472;0,7992;0,13248
laplace;e1_en;5;2;1;0,25;0,21616999999999997;0,21616999999999997;0,24155;0,8212;0,8459399999999999;0,033530000000000004;0,05691;1,05691;0,6395;0,6528;0,76507;0,12768
laplace;e3_en;5;2;1;0,25;0,21616999999999997;0,21616999999999997;0,24155;0,8212;0,8459399999999999;0,033530000000000004;0,05691;1,05691;0,6395;0,6528;0,76507;0,12768
laplace;em_en;5;2;1;0,25;0,21616999999999997;0,21616999999999997;0,24155;0,8212;0,8459399999999999;0,033530000000000004;0,05691;1,05691;0,6395;0,6528;0,76507;0,12768
laplace;dedpul;6;2;1;0,25;0,21616999999999997;0,25595;0,21616;0,8424;0,85867;0,03361;0,053110000000000004;0,7885300000000001;0,69347;0,6624;0,7824;0,11673
laplace;random_dedpul;6;2;1;0,25;0,21616999999999997;0,25595;0,21616;0,8424;0,85867;0,03361;0,053110000000000004;0,7885300000000001;0,69347;0,6624;0,7824;0,11673
laplace;baseline_dedpul;6;2;1;0,25;0,21616999999999997;0,21616999999999997;0,20695999999999998;0,8404;0,8509899999999999;0,0342;0,05491;1,56792;0,69618;0,6416;0,77413;0,1174
laplace;e1_en;6;2;1;0,25;0,21616999999999997;0,21616999999999997;0,25305;0,8440000000000001;0,86305;0,05645;0,07487;0,81102;0,6904399999999999;0,6816;0,78987;0,11890999999999999
laplace;e3_en;6;2;1;0,25;0,21616999999999997;0,21616999999999997;0,25305;0,8440000000000001;0,86305;0,05645;0,07487;0,81102;0,6904399999999999;0,6816;0,78987;0,11890999999999999
laplace;em_en;6;2;1;0,25;0,21616999999999997;0,21616999999999997;0,25305;0,8440000000000001;0,86305;0,05645;0,07487;0,81102;0,6904399999999999;0,6816;0,78987;0,11890999999999999
laplace;dedpul;7;2;1;0,25;0,21616999999999997;0,24128000000000002;0,21616;0,83;0,84555;0,02327;0,03731;1,25711;0,6592399999999999;0,6624;0,77413;0,12472000000000001
laplace;random_dedpul;7;2;1;0,25;0,21616999999999997;0,24128000000000002;0,21616;0,83;0,84555;0,02327;0,03731;1,25711;0,6592399999999999;0,6624;0,77413;0,12472000000000001
laplace;baseline_dedpul;7;2;1;0,25;0,21616999999999997;0,21616999999999997;0,20701999999999998;0,8312;0,8446299999999999;0,02547;0,041010000000000005;1,3740299999999999;0,66889;0,6432;0,76853;0,12547
laplace;e1_en;7;2;1;0,25;0,21616999999999997;0,21616999999999997;0,23075;0,8268;0,8527600000000001;0,04795;0,06842000000000001;0,75092;0,67204;0,6;0,7512;0,12485
laplace;e3_en;7;2;1;0,25;0,21616999999999997;0,21616999999999997;0,23075;0,8268;0,8527600000000001;0,04795;0,06842000000000001;0,75092;0,67204;0,6;0,7512;0,12485
laplace;em_en;7;2;1;0,25;0,21616999999999997;0,21616999999999997;0,23075;0,8268;0,8527600000000001;0,04795;0,06842000000000001;0,75092;0,67204;0,6;0,7512;0,12485
laplace;dedpul;8;2;1;0,25;0,21616999999999997;0,27032;0,21616;0,8408;0,8416600000000001;0,03873;0,06925;1,8746200000000002;0,67275;0,7072;0,79627;0,12092
laplace;random_dedpul;8;2;1;0,25;0,21616999999999997;0,27032;0,21616;0,8408;0,8416600000000001;0,03873;0,06925;1,8746200000000002;0,67275;0,7072;0,79627;0,12092
laplace;baseline_dedpul;8;2;1;0,25;0,21616999999999997;0,21616999999999997;0,20711999999999997;0,8436;0,84136;0,03316;0,06476;1,88642;0,70172;0,6512;0,77947;0,12064000000000001
laplace;e1_en;8;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22386999999999999;0,8408;0,86959;0,0405;0,05385;0,42639;0,70902;0,616;0,7658699999999999;0,11646
laplace;e3_en;8;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22386999999999999;0,8408;0,86959;0,0405;0,05385;0,42639;0,70902;0,616;0,7658699999999999;0,11646
laplace;em_en;8;2;1;0,25;0,21616999999999997;0,21616999999999997;0,22386999999999999;0,8408;0,86959;0,0405;0,05385;0,42639;0,70902;0,616;0,7658699999999999;0,11646
laplace;dedpul;9;2;1;0,25;0,21616999999999997;0,21553000000000003;0,21616;0,8324;0,8333299999999999;0,03669;0,06932999999999999;1,92163;0,66297;0,6704;0,7784;0,12925999999999999
laplace;random_dedpul;9;2;1;0,25;0,21616999999999997;0,21553000000000003;0,21616;0,8324;0,8333299999999999;0,03669;0,06932999999999999;1,92163;0,66297;0,6704;0,7784;0,12925999999999999
laplace;baseline_dedpul;9;2;1;0,25;0,21616999999999997;0,21616999999999997;0,21628000000000003;0,8324;0,8333299999999999;0,036719999999999996;0,06937;1,9216;0,66297;0,6704;0,7784;0,12925999999999999
laplace;e1_en;9;2;1;0,25;0,21616999999999997;0,21616999999999997;0,23114;0,8264;0,84606;0,0341;0,05439;0,81291;0,66269;0,6224;0,7584;0,12465
laplace;e3_en;9;2;1;0,25;0,21616999999999997;0,21616999999999997;0,23114;0,8264;0,84606;0,0341;0,05439;0,81291;0,66269;0,6224;0,7584;0,12465
laplace;em_en;9;2;1;0,25;0,21616999999999997;0,21616999999999997;0,23114;0,8264;0,84606;0,0341;0,05439;0,81291;0,66269;0,6224;0,7584;0,12465
laplace;dedpul;0;2;1;0,5;0,43233;0,44664;0,43233999999999995;0,8304;0,86984;0,0432;0,07478;0,9182299999999999;0,8336;0,8256;0,8304;0,14188
laplace;random_dedpul;0;2;1;0,5;0,43233;0,44664;0,43233999999999995;0,8304;0,86984;0,0432;0,07478;0,9182299999999999;0,8336;0,8256;0,8304;0,14188
laplace;baseline_dedpul;0;2;1;0,5;0,43233;0,43233;0,42053;0,8304;0,8714200000000001;0,04162;0,07987999999999999;1,31111;0,83468;0,8240000000000001;0,8304;0,14438
laplace;e1_en;0;2;1;0,5;0,43233;0,43233;0,46163000000000004;0,8268;0,8762200000000001;0,04695;0,06272;1,22107;0,81496;0,8456;0,8268;0,13674
laplace;e3_en;0;2;1;0,5;0,43233;0,43233;0,46163000000000004;0,8268;0,8762200000000001;0,04695;0,06272;1,22107;0,81496;0,8456;0,8268;0,13674
laplace;em_en;0;2;1;0,5;0,43233;0,43233;0,46163000000000004;0,8268;0,8762200000000001;0,04695;0,06272;1,22107;0,81496;0,8456;0,8268;0,13674
laplace;dedpul;1;2;1;0,5;0,43233;0,49413;0,43233999999999995;0,8096;0,8543299999999999;0,03207;0,04163;0,63551;0,8115899999999999;0,8064;0,8096;0,15106
laplace;random_dedpul;1;2;1;0,5;0,43233;0,49413;0,43233999999999995;0,8096;0,8543299999999999;0,03207;0,04163;0,63551;0,8115899999999999;0,8064;0,8096;0,15106
laplace;baseline_dedpul;1;2;1;0,5;0,43233;0,43233;0,40292;0,8052;0,85319;0,03617;0,053570000000000007;2,44374;0,82358;0,7768;0,8052;0,15641
laplace;e1_en;1;2;1;0,5;0,43233;0,43233;0,44043999999999994;0,8092;0,86114;0,04054;0,05039;0,9864700000000001;0,81094;0,8064;0,8092;0,14903
laplace;e3_en;1;2;1;0,5;0,43233;0,43233;0,44043999999999994;0,8092;0,86114;0,04054;0,05039;0,9864700000000001;0,81094;0,8064;0,8092;0,14903
laplace;em_en;1;2;1;0,5;0,43233;0,43233;0,44043999999999994;0,8092;0,86114;0,04054;0,05039;0,9864700000000001;0,81094;0,8064;0,8092;0,14903
laplace;dedpul;2;2;1;0,5;0,43233;0,49257;0,43232;0,8056;0,8553299999999999;0,03063;0,04162;0,62583;0,8046300000000001;0,8072;0,8056;0,15274000000000001
laplace;random_dedpul;2;2;1;0,5;0,43233;0,49257;0,43232;0,8056;0,8553299999999999;0,03063;0,04162;0,62583;0,8046300000000001;0,8072;0,8056;0,15274000000000001
laplace;baseline_dedpul;2;2;1;0,5;0,43233;0,43233;0,39716999999999997;0,8064;0,8474;0,04216;0,06725;2,7639400000000003;0,80689;0,8056;0,8064;0,16072
laplace;e1_en;2;2;1;0,5;0,43233;0,43233;0,44101999999999997;0,8068;0,85634;0,0532;0,0657;1,09189;0,8036399999999999;0,812;0,8068;0,15024
laplace;e3_en;2;2;1;0,5;0,43233;0,43233;0,44101999999999997;0,8068;0,85634;0,0532;0,0657;1,09189;0,8036399999999999;0,812;0,8068;0,15024
laplace;em_en;2;2;1;0,5;0,43233;0,43233;0,44101999999999997;0,8068;0,85634;0,0532;0,0657;1,09189;0,8036399999999999;0,812;0,8068;0,15024
laplace;dedpul;3;2;1;0,5;0,43233;0,49575;0,43233;0,8092;0,8532;0,04395;0,06068;0,74245;0,8393299999999999;0,7648;0,8092;0,15247
laplace;random_dedpul;3;2;1;0,5;0,43233;0,49575;0,43233;0,8092;0,8532;0,04395;0,06068;0,74245;0,8393299999999999;0,7648;0,8092;0,15247
laplace;baseline_dedpul;3;2;1;0,5;0,43233;0,43233;0,38573;0,8092;0,85056;0,04902;0,0825;2,40306;0,8441700000000001;0,7584;0,8092;0,16423
laplace;e1_en;3;2;1;0,5;0,43233;0,43233;0,44218999999999997;0,8112;0,85403;0,07251;0,08338;0,70924;0,82363;0,792;0,8112;0,1511
laplace;e3_en;3;2;1;0,5;0,43233;0,43233;0,44218999999999997;0,8112;0,85403;0,07251;0,08338;0,70924;0,82363;0,792;0,8112;0,1511
laplace;em_en;3;2;1;0,5;0,43233;0,43233;0,44218999999999997;0,8112;0,85403;0,07251;0,08338;0,70924;0,82363;0,792;0,8112;0,1511
laplace;dedpul;4;2;1;0,5;0,43233;0,43878;0,43233999999999995;0,8208;0,8603799999999999;0,04075;0,05474;1,51439;0,82131;0,82;0,8208;0,14547000000000002
