distribution;estimator;random_state;dmu;ds;alpha;cons_alpha;est_alpha;mean_poster;accuracy;roc;mae;rmse;log_loss;precision;recall;accuracy_balanced;brier_score
laplace;random_dedpul;7;4;1;0,95;0,9326;0,9353600000000001;0,93261;0,9632;0,9733200000000001;0,00927;0,028739999999999998;0,086;0,99055;0,9705299999999999;0,8972600000000001;0,02565
laplace;baseline_dedpul;7;4;1;0,95;0,9326;0,9326;0,92973;0,9632;0,9733200000000001;0,00836;0,02561;0,09106;0,99055;0,9705299999999999;0,8972600000000001;0,0267
laplace;e1_en;7;4;1;0,95;0,9326;0,9326;0,93434;0,9676;0,9751;0,0059700000000000005;0,0239;0,08552;0,9893299999999999;0,9764200000000001;0,88821;0,024919999999999998
laplace;e3_en;7;4;1;0,95;0,9326;0,9326;0,93434;0,9676;0,9751;0,0059700000000000005;0,0239;0,08552;0,9893299999999999;0,9764200000000001;0,88821;0,024919999999999998
laplace;em_en;7;4;1;0,95;0,9326;0,9326;0,93434;0,9676;0,9751;0,0059700000000000005;0,0239;0,08552;0,9893299999999999;0,9764200000000001;0,88821;0,024919999999999998
laplace;dedpul;8;4;1;0,95;0,9326;0,9345399999999999;0,9326;0,9652;0,9767899999999999;0,012209999999999999;0,03992;0,22512;0,9905700000000001;0,9726299999999999;0,8983200000000001;0,02658
laplace;random_dedpul;8;4;1;0,95;0,9326;0,9345399999999999;0,9326;0,9652;0,9767899999999999;0,012209999999999999;0,03992;0,22512;0,9905700000000001;0,9726299999999999;0,8983200000000001;0,02658
laplace;baseline_dedpul;8;4;1;0,95;0,9326;0,9326;0,93117;0,9652;0,9767899999999999;0,0118;0,038110000000000005;0,23838;0,9905700000000001;0,9726299999999999;0,8983200000000001;0,02708
laplace;e1_en;8;4;1;0,95;0,9326;0,9326;0,9375700000000001;0,9664;0,9770700000000001;0,01066;0,03404;0,19717;0,98765;0,9768399999999999;0,8724200000000001;0,02506
laplace;e3_en;8;4;1;0,95;0,9326;0,9326;0,9375700000000001;0,9664;0,9770700000000001;0,01066;0,03404;0,19717;0,98765;0,9768399999999999;0,8724200000000001;0,02506
laplace;em_en;8;4;1;0,95;0,9326;0,9326;0,9375700000000001;0,9664;0,9770700000000001;0,01066;0,03404;0,19717;0,98765;0,9768399999999999;0,8724200000000001;0,02506
laplace;dedpul;9;4;1;0,95;0,9326;0,9394100000000001;0,9325899999999999;0,9664;0,9527899999999999;0,00821;0,02291;0,10096000000000001;0,98641;0,97811;0,86105;0,02787
laplace;random_dedpul;9;4;1;0,95;0,9326;0,9394100000000001;0,9325899999999999;0,9664;0,9527899999999999;0,00821;0,02291;0,10096000000000001;0,98641;0,97811;0,86105;0,02787
laplace;baseline_dedpul;9;4;1;0,95;0,9326;0,9326;0,92532;0,9664;0,95285;0,00587;0,01781;0,56445;0,9868299999999999;0,9776799999999999;0,8648399999999999;0,03102
laplace;e1_en;9;4;1;0,95;0,9326;0,9326;0,93461;0,9672;0,95395;0,00615;0,024130000000000002;0,16444;0,98808;0,97726;0,8766299999999999;0,027999999999999997
laplace;e3_en;9;4;1;0,95;0,9326;0,9326;0,93461;0,9672;0,95395;0,00615;0,024130000000000002;0,16444;0,98808;0,97726;0,8766299999999999;0,027999999999999997
laplace;em_en;9;4;1;0,95;0,9326;0,9326;0,93461;0,9672;0,95395;0,00615;0,024130000000000002;0,16444;0,98808;0,97726;0,8766299999999999;0,027999999999999997
laplace;dedpul;0;4;1;0,99;0,9718700000000001;0,97255;0,9718600000000001;0,9812;0,98114;0,00329;0,0136;0,30327;0,99754;0,9834299999999999;0,87172;0,015359999999999999
laplace;random_dedpul;0;4;1;0,99;0,9718700000000001;0,97255;0,9718600000000001;0,9812;0,98114;0,00329;0,0136;0,30327;0,99754;0,9834299999999999;0,87172;0,015359999999999999
laplace;baseline_dedpul;0;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9715;0,9812;0,98114;0,00328;0,01371;0,30437;0,99754;0,9834299999999999;0,87172;0,0156
laplace;e1_en;0;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9764;0,9864;0,98125;0,00598;0,034;0,20534000000000002;0,99674;0,98949;0,83475;0,01201
laplace;e3_en;0;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9764;0,9864;0,98125;0,00598;0,034;0,20534000000000002;0,99674;0,98949;0,83475;0,01201
laplace;em_en;0;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9764;0,9864;0,98125;0,00598;0,034;0,20534000000000002;0,99674;0,98949;0,83475;0,01201
laplace;dedpul;1;4;1;0,99;0,9718700000000001;0,9753;0,9718700000000001;0,9816;0,9794700000000001;0,0029;0,014469999999999998;0,37124;0,9947;0,98667;0,73333;0,01643
laplace;random_dedpul;1;4;1;0,99;0,9718700000000001;0,9753;0,9718700000000001;0,9816;0,9794700000000001;0,0029;0,014469999999999998;0,37124;0,9947;0,98667;0,73333;0,01643
laplace;baseline_dedpul;1;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9700200000000001;0,9796;0,97939;0,00246;0,0099;0,38585;0,99713;0,9822200000000001;0,85111;0,01712
laplace;e1_en;1;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97456;0,9832;0,9790399999999999;0,00502;0,03344;0,23686999999999997;0,99471;0,9882799999999999;0,73414;0,014169999999999999
laplace;e3_en;1;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97456;0,9832;0,9790399999999999;0,00502;0,03344;0,23686999999999997;0,99471;0,9882799999999999;0,73414;0,014169999999999999
laplace;em_en;1;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97456;0,9832;0,9790399999999999;0,00502;0,03344;0,23686999999999997;0,99471;0,9882799999999999;0,73414;0,014169999999999999
laplace;dedpul;2;4;1;0,99;0,9718700000000001;0,97178;0,9718700000000001;0,9844;0,96041;0,00351;0,017730000000000003;0,39299999999999996;0,99674;0,9874700000000001;0,8337399999999999;0,015040000000000001
laplace;random_dedpul;2;4;1;0,99;0,9718700000000001;0,97178;0,9718700000000001;0,9844;0,96041;0,00351;0,017730000000000003;0,39299999999999996;0,99674;0,9874700000000001;0,8337399999999999;0,015040000000000001
laplace;baseline_dedpul;2;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9719;0,9844;0,96041;0,00351;0,01772;0,3929;0,99674;0,9874700000000001;0,8337399999999999;0,015030000000000002
laplace;e1_en;2;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97582;0,986;0,9656799999999999;0,00345;0,02582;0,17984;0,99634;0,98949;0,81475;0,011470000000000001
laplace;e3_en;2;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97582;0,986;0,9656799999999999;0,00345;0,02582;0,17984;0,99634;0,98949;0,81475;0,011470000000000001
laplace;em_en;2;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97582;0,986;0,9656799999999999;0,00345;0,02582;0,17984;0,99634;0,98949;0,81475;0,011470000000000001
laplace;dedpul;3;4;1;0,99;0,9718700000000001;0,9695799999999999;0,9718700000000001;0,9816;0,9756299999999999;0,0035;0,023530000000000002;0,42448;0,99511;0,98626;0,75313;0,01747
laplace;random_dedpul;3;4;1;0,99;0,9718700000000001;0,9695799999999999;0,9718700000000001;0,9816;0,9756299999999999;0,0035;0,023530000000000002;0,42448;0,99511;0,98626;0,75313;0,01747
laplace;baseline_dedpul;3;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97272;0,9816;0,9756299999999999;0,00296;0,02146;0,42245;0,99511;0,98626;0,75313;0,017169999999999998
laplace;e1_en;3;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97698;0,9836;0,97682;0,00277;0,021230000000000002;0,15637;0,99472;0,98869;0,73434;0,01285
laplace;e3_en;3;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97698;0,9836;0,97682;0,00277;0,021230000000000002;0,15637;0,99472;0,98869;0,73434;0,01285
laplace;em_en;3;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97698;0,9836;0,97682;0,00277;0,021230000000000002;0,15637;0,99472;0,98869;0,73434;0,01285
laplace;dedpul;4;4;1;0,99;0,9718700000000001;0,9709200000000001;0,9718600000000001;0,9788;0,98708;0,00487;0,0268;0,15588;0,99713;0,98141;0,8507100000000001;0,01369
laplace;random_dedpul;4;4;1;0,99;0,9718700000000001;0,9709200000000001;0,9718600000000001;0,9788;0,98708;0,00487;0,0268;0,15588;0,99713;0,98141;0,8507100000000001;0,01369
laplace;baseline_dedpul;4;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9725600000000001;0,9788;0,98708;0,0053;0,02963;0,15469000000000002;0,99713;0,98141;0,8507100000000001;0,01325
laplace;e1_en;4;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9753299999999999;0,9836;0,9868;0,0071200000000000005;0,042;0,13892000000000002;0,99593;0,9874700000000001;0,79374;0,011909999999999999
laplace;e3_en;4;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9753299999999999;0,9836;0,9868;0,0071200000000000005;0,042;0,13892000000000002;0,99593;0,9874700000000001;0,79374;0,011909999999999999
laplace;em_en;4;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9753299999999999;0,9836;0,9868;0,0071200000000000005;0,042;0,13892000000000002;0,99593;0,9874700000000001;0,79374;0,011909999999999999
laplace;dedpul;5;4;1;0,99;0,9718700000000001;0,9682799999999999;0,9718700000000001;0,9804;0,9786100000000001;0,0035299999999999997;0,01404;0,26685;0,9963200000000001;0,9838399999999999;0,81192;0,01587
laplace;random_dedpul;5;4;1;0,99;0,9718700000000001;0,9682799999999999;0,9718700000000001;0,9804;0,9786100000000001;0,0035299999999999997;0,01404;0,26685;0,9963200000000001;0,9838399999999999;0,81192;0,01587
laplace;baseline_dedpul;5;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9739399999999999;0,9828;0,9784700000000001;0,00316;0,016319999999999998;0,26382;0,9955200000000001;0,9870700000000001;0,77354;0,014830000000000001
laplace;e1_en;5;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97582;0,9832;0,97883;0,00298;0,021330000000000002;0,18467;0,9955200000000001;0,9874700000000001;0,77374;0,01377
laplace;e3_en;5;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97582;0,9832;0,97883;0,00298;0,021330000000000002;0,18467;0,9955200000000001;0,9874700000000001;0,77374;0,01377
laplace;em_en;5;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97582;0,9832;0,97883;0,00298;0,021330000000000002;0,18467;0,9955200000000001;0,9874700000000001;0,77374;0,01377
laplace;dedpul;6;4;1;0,99;0,9718700000000001;0,97264;0,9718600000000001;0,9772;0,9790700000000001;0,0048200000000000005;0,02469;0,19325;0,9950899999999999;0,98182;0,7509100000000001;0,016630000000000002
laplace;random_dedpul;6;4;1;0,99;0,9718700000000001;0,97264;0,9718600000000001;0,9772;0,9790700000000001;0,0048200000000000005;0,02469;0,19325;0,9950899999999999;0,98182;0,7509100000000001;0,016630000000000002
laplace;baseline_dedpul;6;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97125;0,9772;0,9790700000000001;0,00457;0,02283;0,19626;0,9950899999999999;0,98182;0,7509100000000001;0,01706
laplace;e1_en;6;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9747600000000001;0,9812;0,97924;0,0064;0,03863;0,18736;0,9939;0,9870700000000001;0,6935399999999999;0,01465
laplace;e3_en;6;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9747600000000001;0,9812;0,97924;0,0064;0,03863;0,18736;0,9939;0,9870700000000001;0,6935399999999999;0,01465
laplace;em_en;6;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9747600000000001;0,9812;0,97924;0,0064;0,03863;0,18736;0,9939;0,9870700000000001;0,6935399999999999;0,01465
laplace;dedpul;7;4;1;0,99;0,9718700000000001;0,9739;0,97188;0,9824;0,9795200000000001;0,00403;0,02163;0,34236;0,99431;0,98788;0,71394;0,0158
laplace;random_dedpul;7;4;1;0,99;0,9718700000000001;0,9739;0,97188;0,9824;0,9795200000000001;0,00403;0,02163;0,34236;0,99431;0,98788;0,71394;0,0158
laplace;baseline_dedpul;7;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9706799999999999;0,9804;0,9795200000000001;0,00398;0,01962;0,34373000000000004;0,9943;0,9858600000000001;0,7129300000000001;0,01622
laplace;e1_en;7;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97425;0,9824;0,97893;0,00472;0,03147;0,23645;0,99431;0,98788;0,71394;0,01406
laplace;e3_en;7;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97425;0,9824;0,97893;0,00472;0,03147;0,23645;0,99431;0,98788;0,71394;0,01406
laplace;em_en;7;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97425;0,9824;0,97893;0,00472;0,03147;0,23645;0,99431;0,98788;0,71394;0,01406
laplace;dedpul;8;4;1;0,99;0,9718700000000001;0,9703799999999999;0,97188;0,9856;0,9413600000000001;0,00511;0,02348;0,30953;0,9955299999999999;0,9899;0,77495;0,01375
laplace;random_dedpul;8;4;1;0,99;0,9718700000000001;0,9703799999999999;0,97188;0,9856;0,9413600000000001;0,00511;0,02348;0,30953;0,9955299999999999;0,9899;0,77495;0,01375
laplace;baseline_dedpul;8;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97267;0,986;0,94155;0,0051600000000000005;0,025490000000000002;0,28381999999999996;0,9955299999999999;0,9903;0,77515;0,01347
laplace;e1_en;8;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97456;0,9856;0,9415399999999999;0,00442;0,02878;0,18514;0,99593;0,98949;0,79475;0,01228
laplace;e3_en;8;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97456;0,9856;0,9415399999999999;0,00442;0,02878;0,18514;0,99593;0,98949;0,79475;0,01228
laplace;em_en;8;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97456;0,9856;0,9415399999999999;0,00442;0,02878;0,18514;0,99593;0,98949;0,79475;0,01228
laplace;dedpul;9;4;1;0,99;0,9718700000000001;0,9699700000000001;0,9718700000000001;0,9824;0,97204;0,004379999999999999;0,027569999999999997;0,46415;0,99592;0,98626;0,79313;0,018000000000000002
laplace;random_dedpul;9;4;1;0,99;0,9718700000000001;0,9699700000000001;0,9718700000000001;0,9824;0,97204;0,004379999999999999;0,027569999999999997;0,46415;0,99592;0,98626;0,79313;0,018000000000000002
laplace;baseline_dedpul;9;4;1;0,99;0,9718700000000001;0,9718700000000001;0,97249;0,9824;0,9724;0,00454;0,02685;0,42651999999999995;0,99592;0,98626;0,79313;0,017740000000000002
laplace;e1_en;9;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9776100000000001;0,9856;0,97339;0,00576;0,03329;0,17987999999999998;0,9955299999999999;0,9899;0,77495;0,01172
laplace;e3_en;9;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9776100000000001;0,9856;0,97339;0,00576;0,03329;0,17987999999999998;0,9955299999999999;0,9899;0,77495;0,01172
laplace;em_en;9;4;1;0,99;0,9718700000000001;0,9718700000000001;0,9776100000000001;0,9856;0,97339;0,00576;0,03329;0,17987999999999998;0,9955299999999999;0,9899;0,77495;0,01172
laplace;dedpul;0;0;2;0,01;0,005;-0,10147;0,005;0,9888;0,46908999999999995;0,00916;0,03865;0,35415;0,0;0,0;0,49938999999999995;0,011559999999999999
laplace;random_dedpul;0;0;2;0,01;0,005;-0,10147;0,005;0,9888;0,46908999999999995;0,00916;0,03865;0,35415;0,0;0,0;0,49938999999999995;0,011559999999999999
laplace;baseline_dedpul;0;0;2;0,01;0,005;0,005;0,014480000000000002;0,9888;0,4638;0,01722;0,051870000000000006;0,32784;0,0;0,0;0,49938999999999995;0,01285
laplace;e1_en;0;0;2;0,01;0,005;0,005;0,02688;0,99;0,43806999999999996;0,02715;0,04759;0,27421;0,0;0,0;0,5;0,01208
laplace;e3_en;0;0;2;0,01;0,005;0,005;0,02688;0,99;0,43806999999999996;0,02715;0,04759;0,27421;0,0;0,0;0,5;0,01208
laplace;em_en;0;0;2;0,01;0,005;0,005;0,02688;0,99;0,43806999999999996;0,02715;0,04759;0,27421;0,0;0,0;0,5;0,01208
laplace;dedpul;1;0;2;0,01;0,005;-0,16860999999999998;0,0050100000000000006;0,99;0,53154;0,007490000000000001;0,03712;0,31435;0,0;0,0;0,5;0,01163
laplace;random_dedpul;1;0;2;0,01;0,005;-0,16860999999999998;0,0050100000000000006;0,99;0,53154;0,007490000000000001;0,03712;0,31435;0,0;0,0;0,5;0,01163
laplace;baseline_dedpul;1;0;2;0,01;0,005;0,005;0,017240000000000002;0,982;0,54469;0,01877;0,0593;0,3004;0,0;0,0;0,49596;0,013669999999999998
laplace;e1_en;1;0;2;0,01;0,005;0,005;0,035660000000000004;0,99;0,49587;0,035789999999999995;0,06702999999999999;0,2675;0,0;0,0;0,5;0,01427
laplace;e3_en;1;0;2;0,01;0,005;0,005;0,035660000000000004;0,99;0,49587;0,035789999999999995;0,06702999999999999;0,2675;0,0;0,0;0,5;0,01427
laplace;em_en;1;0;2;0,01;0,005;0,005;0,035660000000000004;0,99;0,49587;0,035789999999999995;0,06702999999999999;0,2675;0,0;0,0;0,5;0,01427
laplace;dedpul;2;0;2;0,01;0,005;-1,48926;0,00499;0,9832;0,53608;0,00911;0,05289;0,32783;0,09523999999999999;0,08;0,5361600000000001;0,01205
laplace;random_dedpul;2;0;2;0,01;0,005;-1,48926;0,00499;0,9832;0,53608;0,00911;0,05289;0,32783;0,09523999999999999;0,08;0,5361600000000001;0,01205
laplace;baseline_dedpul;2;0;2;0,01;0,005;0,005;0,031110000000000002;0,982;0,54065;0,032869999999999996;0,09437999999999999;0,28208;0,08333;0,08;0,53556;0,017580000000000002
laplace;e1_en;2;0;2;0,01;0,005;0,005;0,02519;0,99;0,51097;0,0252;0,038110000000000005;0,1594;0,0;0,0;0,5;0,01063
laplace;e3_en;2;0;2;0,01;0,005;0,005;0,02519;0,99;0,51097;0,0252;0,038110000000000005;0,1594;0,0;0,0;0,5;0,01063
laplace;em_en;2;0;2;0,01;0,005;0,005;0,02519;0,99;0,51097;0,0252;0,038110000000000005;0,1594;0,0;0,0;0,5;0,01063
laplace;dedpul;3;0;2;0,01;0,005;-1,58691;0,005;0,9852;0,49677;0,009340000000000001;0,06286;0,41988000000000003;0,0;0,0;0,49758;0,01441
laplace;random_dedpul;3;0;2;0,01;0,005;-1,58691;0,005;0,9852;0,49677;0,009340000000000001;0,06286;0,41988000000000003;0,0;0,0;0,49758;0,01441
laplace;baseline_dedpul;3;0;2;0,01;0,005;0,005;0,00704;0,9836;0,5852;0,00988;0,06977;0,35375;0,0;0,0;0,49677;0,015380000000000001
laplace;e1_en;3;0;2;0,01;0,005;0,005;0,030189999999999998;0,99;0,6268;0,030180000000000002;0,05492999999999999;0,17402;0,0;0,0;0,5;0,01248
laplace;e3_en;3;0;2;0,01;0,005;0,005;0,030189999999999998;0,99;0,6268;0,030180000000000002;0,05492999999999999;0,17402;0,0;0,0;0,5;0,01248
laplace;em_en;3;0;2;0,01;0,005;0,005;0,030189999999999998;0,99;0,6268;0,030180000000000002;0,05492999999999999;0,17402;0,0;0,0;0,5;0,01248
laplace;dedpul;4;0;2;0,01;0,005;-0,036239999999999994;0,00499;0,9888;0,57607;0,00702;0,04072;0,33597;0,2;0,04;0,5191899999999999;0,01126
laplace;random_dedpul;4;0;2;0,01;0,005;-0,036239999999999994;0,00499;0,9888;0,57607;0,00702;0,04072;0,33597;0,2;0,04;0,5191899999999999;0,01126
laplace;baseline_dedpul;4;0;2;0,01;0,005;0,005;0,00683;0,9888;0,57591;0,00869;0,04267;0,33710999999999997;0,2;0,04;0,5191899999999999;0,01142
laplace;e1_en;4;0;2;0,01;0,005;0,005;0,023030000000000002;0,99;0,65687;0,0201;0,047810000000000005;0,16827;0,5;0,04;0,5198;0,01179
laplace;e3_en;4;0;2;0,01;0,005;0,005;0,023030000000000002;0,99;0,65687;0,0201;0,047810000000000005;0,16827;0,5;0,04;0,5198;0,01179
laplace;em_en;4;0;2;0,01;0,005;0,005;0,023030000000000002;0,99;0,65687;0,0201;0,047810000000000005;0,16827;0,5;0,04;0,5198;0,01179
laplace;dedpul;5;0;2;0,01;0,005;0,0237;0,005;0,9884;0,53773;0,0069299999999999995;0,04551;0,23598000000000002;0,16667;0,04;0,51899;0,01151
laplace;random_dedpul;5;0;2;0,01;0,005;0,0237;0,005;0,9884;0,53773;0,0069299999999999995;0,04551;0,23598000000000002;0,16667;0,04;0,51899;0,01151
laplace;baseline_dedpul;5;0;2;0,01;0,005;0,005;0,0024100000000000002;0,9884;0,5182100000000001;0,006809999999999999;0,04559;0,34018000000000004;0,16667;0,04;0,51899;0,01155
laplace;e1_en;5;0;2;0,01;0,005;0,005;0,0109;0,99;0,51363;0,01094;0,019119999999999998;0,20988;0,0;0,0;0,5;0,01009
laplace;e3_en;5;0;2;0,01;0,005;0,005;0,0109;0,99;0,51363;0,01094;0,019119999999999998;0,20988;0,0;0,0;0,5;0,01009
laplace;em_en;5;0;2;0,01;0,005;0,005;0,0109;0,99;0,51363;0,01094;0,019119999999999998;0,20988;0,0;0,0;0,5;0,01009
laplace;dedpul;6;0;2;0,01;0,005;0,07132000000000001;0,00499;0,988;0,45069;0,009040000000000001;0,04099;0,32866;0,0;0,0;0,49899;0,01172
laplace;random_dedpul;6;0;2;0,01;0,005;0,07132000000000001;0,00499;0,988;0,45069;0,009040000000000001;0,04099;0,32866;0,0;0,0;0,49899;0,01172
laplace;baseline_dedpul;6;0;2;0,01;0,005;0,005;0,00182;0,988;0,49899;0,00647;0,04045;0,37379;0,0;0,0;0,49899;0,01172
laplace;e1_en;6;0;2;0,01;0,005;0,005;0,01583;0,99;0,36427;0,01842;0,023819999999999997;0,26255;0,0;0,0;0,5;0,010320000000000001
laplace;e3_en;6;0;2;0,01;0,005;0,005;0,01583;0,99;0,36427;0,01842;0,023819999999999997;0,26255;0,0;0,0;0,5;0,010320000000000001
laplace;em_en;6;0;2;0,01;0,005;0,005;0,01583;0,99;0,36427;0,01842;0,023819999999999997;0,26255;0,0;0,0;0,5;0,010320000000000001
laplace;dedpul;7;0;2;0,01;0,005;0,06913;0,005;0,9872;0,5233300000000001;0,00778;0,039689999999999996;0,30274;0,0;0,0;0,49859;0,011609999999999999
laplace;random_dedpul;7;0;2;0,01;0,005;0,06913;0,005;0,9872;0,5233300000000001;0,00778;0,039689999999999996;0,30274;0,0;0,0;0,49859;0,011609999999999999
laplace;baseline_dedpul;7;0;2;0,01;0,005;0,005;0,0022;0,9872;0,49838000000000005;0,00675;0,03832;0,34926;0,0;0,0;0,49859;0,01155
laplace;e1_en;7;0;2;0,01;0,005;0,005;0,02278;0,99;0,47376999999999997;0,02332;0,03242;0,21766;0,0;0,0;0,5;0,01064
laplace;e3_en;7;0;2;0,01;0,005;0,005;0,02278;0,99;0,47376999999999997;0,02332;0,03242;0,21766;0,0;0,0;0,5;0,01064
laplace;em_en;7;0;2;0,01;0,005;0,005;0,02278;0,99;0,47376999999999997;0,02332;0,03242;0,21766;0,0;0,0;0,5;0,01064
laplace;dedpul;8;0;2;0,01;0,005;-0,0515;0,005;0,9888;0,53008;0,00812;0,04912;0,31345;0,2;0,04;0,5191899999999999;0,011170000000000001
laplace;random_dedpul;8;0;2;0,01;0,005;-0,0515;0,005;0,9888;0,53008;0,00812;0,04912;0,31345;0,2;0,04;0,5191899999999999;0,011170000000000001
laplace;baseline_dedpul;8;0;2;0,01;0,005;0,005;0,00884;0,9888;0,5423600000000001;0,01167;0,052879999999999996;0,30473;0,2;0,04;0,5191899999999999;0,01154
laplace;e1_en;8;0;2;0,01;0,005;0,005;0,014459999999999999;0,99;0,45328;0,015030000000000002;0,02928;0,22435;0,0;0,0;0,5;0,01017
laplace;e3_en;8;0;2;0,01;0,005;0,005;0,014459999999999999;0,99;0,45328;0,015030000000000002;0,02928;0,22435;0,0;0,0;0,5;0,01017
laplace;em_en;8;0;2;0,01;0,005;0,005;0,014459999999999999;0,99;0,45328;0,015030000000000002;0,02928;0,22435;0,0;0,0;0,5;0,01017
laplace;dedpul;9;0;2;0,01;0,005;-0,08659;0,005;0,988;0,60642;0,0054399999999999995;0,04426;0,27688;0,14286;0,04;0,51879;0,01155
laplace;random_dedpul;9;0;2;0,01;0,005;-0,08659;0,005;0,988;0,60642;0,0054399999999999995;0,04426;0,27688;0,14286;0,04;0,51879;0,01155
laplace;baseline_dedpul;9;0;2;0,01;0,005;0,005;0,02692;0,988;0,62079;0,02478;0,05998;0,25595;0,14286;0,04;0,51879;0,013059999999999999
laplace;e1_en;9;0;2;0,01;0,005;0,005;0,02132;0,99;0,60614;0,01819;0,03622;0,18980999999999998;0,0;0,0;0,5;0,01094
laplace;e3_en;9;0;2;0,01;0,005;0,005;0,02132;0,99;0,60614;0,01819;0,03622;0,18980999999999998;0,0;0,0;0,5;0,01094
laplace;em_en;9;0;2;0,01;0,005;0,005;0,02132;0,99;0,60614;0,01819;0,03622;0,18980999999999998;0,0;0,0;0,5;0,01094
laplace;dedpul;0;0;2;0,05;0,025;0,11459000000000001;0,025;0,9472;0,6018100000000001;0,02889;0,05635;0,91359;0,29412;0,04;0,51747;0,04822
laplace;random_dedpul;0;0;2;0,05;0,025;0,11459000000000001;0,025;0,9472;0,6018100000000001;0,02889;0,05635;0,91359;0,29412;0,04;0,51747;0,04822
laplace;baseline_dedpul;0;0;2;0,05;0,025;0,025;0,00566;0,95;0,5594100000000001;0,02522;0,05391;1,47566;0,5;0,024;0,51137;0,04968
laplace;e1_en;0;0;2;0,05;0,025;0,025;0,031;0,95;0,57381;0,029689999999999998;0,04492;0,5748;0,0;0,0;0,5;0,04711
laplace;e3_en;0;0;2;0,05;0,025;0,025;0,031;0,95;0,57381;0,029689999999999998;0,04492;0,5748;0,0;0,0;0,5;0,04711
laplace;em_en;0;0;2;0,05;0,025;0,025;0,031;0,95;0,57381;0,029689999999999998;0,04492;0,5748;0,0;0,0;0,5;0,04711
laplace;dedpul;1;0;2;0,05;0,025;0,06276;0,025;0,9484;0,46038;0,03245;0,05923;1,14901;0,0;0,0;0,49916000000000005;0,05078
laplace;random_dedpul;1;0;2;0,05;0,025;0,06276;0,025;0,9484;0,46038;0,03245;0,05923;1,14901;0,0;0,0;0,49916000000000005;0,05078
laplace;baseline_dedpul;1;0;2;0,05;0,025;0,025;0,00689;0,9484;0,47066;0,02155;0,05612;1,20776;0,0;0,0;0,49916000000000005;0,05114
laplace;e1_en;1;0;2;0,05;0,025;0,025;0,03369;0,95;0,43151000000000006;0,03695;0,05331;0,7993;0,0;0,0;0,5;0,04917
laplace;e3_en;1;0;2;0,05;0,025;0,025;0,03369;0,95;0,43151000000000006;0,03695;0,05331;0,7993;0,0;0,0;0,5;0,04917
laplace;em_en;1;0;2;0,05;0,025;0,025;0,03369;0,95;0,43151000000000006;0,03695;0,05331;0,7993;0,0;0,0;0,5;0,04917
laplace;dedpul;2;0;2;0,05;0,025;-0,05417;0,025;0,95;0,59148;0,02853;0,06727000000000001;1,18498;0,5;0,04;0,51895;0,04861
laplace;random_dedpul;2;0;2;0,05;0,025;-0,05417;0,025;0,95;0,59148;0,02853;0,06727000000000001;1,18498;0,5;0,04;0,51895;0,04861
laplace;baseline_dedpul;2;0;2;0,05;0,025;0,025;0,03938;0,95;0,5876;0,04149;0,08296;1,16657;0,5;0,04;0,51895;0,05017
laplace;e1_en;2;0;2;0,05;0,025;0,025;0,0384;0,95;0,55735;0,03723;0,06471;0,8923200000000001;0,0;0,0;0,5;0,04821
laplace;e3_en;2;0;2;0,05;0,025;0,025;0,0384;0,95;0,55735;0,03723;0,06471;0,8923200000000001;0,0;0,0;0,5;0,04821
